dataset,subject,outcome,stage,model,grid,policy,comparator,config_id,full_config_id,metric,restricted,full,difference
uci320,mathematics,fail_g3_lt_10,period1,logistic,c13_selected,school_observable_only,full,uci320__mathematics__fail_g3_lt_10__period1__school_observable_only__logistic,uci320__mathematics__fail_g3_lt_10__period1__full__logistic,auroc,0.9124963715529754,0.9127721335268505,-0.0002757619738751327
uci320,mathematics,fail_g3_lt_10,period1,logistic,c13_selected,school_observable_only,full,uci320__mathematics__fail_g3_lt_10__period1__school_observable_only__logistic,uci320__mathematics__fail_g3_lt_10__period1__full__logistic,brier,0.11477063891775298,0.11396642730723669,0.0008042116105162894
uci320,mathematics,fail_g3_lt_10,period1,logistic,c13_selected,targeted_no_sex,full,uci320__mathematics__fail_g3_lt_10__period1__targeted_no_sex__logistic,uci320__mathematics__fail_g3_lt_10__period1__full__logistic,average_precision,0.8328145057951282,0.8339207813276356,-0.001106275532507417
uci320,mathematics,fail_g3_lt_10,period1,logistic,c13_selected,targeted_no_sex,full,uci320__mathematics__fail_g3_lt_10__period1__targeted_no_sex__logistic,uci320__mathematics__fail_g3_lt_10__period1__full__logistic,auroc,0.9136429608127721,0.9127721335268505,0.0008708272859215827
uci320,mathematics,fail_g3_lt_10,period1,logistic,c13_selected,targeted_no_sex,full,uci320__mathematics__fail_g3_lt_10__period1__targeted_no_sex__logistic,uci320__mathematics__fail_g3_lt_10__period1__full__logistic,brier,0.11340313542251258,0.11396642730723669,-0.000563291884724107
uci320,mathematics,fail_g3_lt_10,period2,histgb,c13_selected,no_demographic_family,full,uci320__mathematics__fail_g3_lt_10__period2__no_demographic_family__histgb,uci320__mathematics__fail_g3_lt_10__period2__full__histgb,average_precision,0.9321061975551848,0.9410399238251487,-0.008933726269963915
uci320,mathematics,fail_g3_lt_10,period2,histgb,c13_selected,no_demographic_family,full,uci320__mathematics__fail_g3_lt_10__period2__no_demographic_family__histgb,uci320__mathematics__fail_g3_lt_10__period2__full__histgb,auroc,0.9657474600870828,0.9712917271407837,-0.005544267053700924
uci320,mathematics,fail_g3_lt_10,period2,histgb,c13_selected,no_demographic_family,full,uci320__mathematics__fail_g3_lt_10__period2__no_demographic_family__histgb,uci320__mathematics__fail_g3_lt_10__period2__full__histgb,brier,0.07117309469561867,0.06145381018709261,0.009719284508526056
uci320,mathematics,fail_g3_lt_10,period2,histgb,c13_selected,no_sensitive_wellbeing,full,uci320__mathematics__fail_g3_lt_10__period2__no_sensitive_wellbeing__histgb,uci320__mathematics__fail_g3_lt_10__period2__full__histgb,average_precision,0.9326559334572839,0.9410399238251487,-0.008383990367864746
uci320,mathematics,fail_g3_lt_10,period2,histgb,c13_selected,no_sensitive_wellbeing,full,uci320__mathematics__fail_g3_lt_10__period2__no_sensitive_wellbeing__histgb,uci320__mathematics__fail_g3_lt_10__period2__full__histgb,auroc,0.9701886792452831,0.9712917271407837,-0.0011030478955006418
uci320,mathematics,fail_g3_lt_10,period2,histgb,c13_selected,no_sensitive_wellbeing,full,uci320__mathematics__fail_g3_lt_10__period2__no_sensitive_wellbeing__histgb,uci320__mathematics__fail_g3_lt_10__period2__full__histgb,brier,0.06497757150666461,0.06145381018709261,0.003523761319572001
uci320,mathematics,fail_g3_lt_10,period2,histgb,c13_selected,school_observable_only,full,uci320__mathematics__fail_g3_lt_10__period2__school_observable_only__histgb,uci320__mathematics__fail_g3_lt_10__period2__full__histgb,average_precision,0.9382641066081603,0.9410399238251487,-0.0027758172169883855
uci320,mathematics,fail_g3_lt_10,period2,histgb,c13_selected,school_observable_only,full,uci320__mathematics__fail_g3_lt_10__period2__school_observable_only__histgb,uci320__mathematics__fail_g3_lt_10__period2__full__histgb,auroc,0.9671407837445574,0.9712917271407837,-0.0041509433962263476
uci320,mathematics,fail_g3_lt_10,period2,histgb,c13_selected,school_observable_only,full,uci320__mathematics__fail_g3_lt_10__period2__school_observable_only__histgb,uci320__mathematics__fail_g3_lt_10__period2__full__histgb,brier,0.06849537724113328,0.06145381018709261,0.007041567054040666
uci320,mathematics,fail_g3_lt_10,period2,histgb,c13_selected,targeted_no_sex,full,uci320__mathematics__fail_g3_lt_10__period2__targeted_no_sex__histgb,uci320__mathematics__fail_g3_lt_10__period2__full__histgb,average_precision,0.941506695299649,0.9410399238251487,0.0004667714745003604
uci320,mathematics,fail_g3_lt_10,period2,histgb,c13_selected,targeted_no_sex,full,uci320__mathematics__fail_g3_lt_10__period2__targeted_no_sex__histgb,uci320__mathematics__fail_g3_lt_10__period2__full__histgb,auroc,0.9710595065312047,0.9712917271407837,-0.0002322206095790591
uci320,mathematics,fail_g3_lt_10,period2,histgb,c13_selected,targeted_no_sex,full,uci320__mathematics__fail_g3_lt_10__period2__targeted_no_sex__histgb,uci320__mathematics__fail_g3_lt_10__period2__full__histgb,brier,0.061570122215657115,0.06145381018709261,0.00011631202856450529
uci320,mathematics,fail_g3_lt_10,period2,logistic,c13_selected,no_demographic_family,full,uci320__mathematics__fail_g3_lt_10__period2__no_demographic_family__logistic,uci320__mathematics__fail_g3_lt_10__period2__full__logistic,average_precision,0.9328761588376486,0.943444759907095,-0.010568601069446348
uci320,mathematics,fail_g3_lt_10,period2,logistic,c13_selected,no_demographic_family,full,uci320__mathematics__fail_g3_lt_10__period2__no_demographic_family__logistic,uci320__mathematics__fail_g3_lt_10__period2__full__logistic,auroc,0.9651378809869376,0.9695210449927432,-0.004383164005805518
uci320,mathematics,fail_g3_lt_10,period2,logistic,c13_selected,no_demographic_family,full,uci320__mathematics__fail_g3_lt_10__period2__no_demographic_family__logistic,uci320__mathematics__fail_g3_lt_10__period2__full__logistic,brier,0.07213649039930999,0.06455496082649068,0.007581529572819309
uci320,mathematics,fail_g3_lt_10,period2,logistic,c13_selected,no_sensitive_wellbeing,full,uci320__mathematics__fail_g3_lt_10__period2__no_sensitive_wellbeing__logistic,uci320__mathematics__fail_g3_lt_10__period2__full__logistic,average_precision,0.9324702167279334,0.943444759907095,-0.010974543179161578
uci320,mathematics,fail_g3_lt_10,period2,logistic,c13_selected,no_sensitive_wellbeing,full,uci320__mathematics__fail_g3_lt_10__period2__no_sensitive_wellbeing__logistic,uci320__mathematics__fail_g3_lt_10__period2__full__logistic,auroc,0.9639187227866474,0.9695210449927432,-0.0056023222060958
uci320,mathematics,fail_g3_lt_10,period2,logistic,c13_selected,no_sensitive_wellbeing,full,uci320__mathematics__fail_g3_lt_10__period2__no_sensitive_wellbeing__logistic,uci320__mathematics__fail_g3_lt_10__period2__full__logistic,brier,0.07186639313506657,0.06455496082649068,0.007311432308575894
uci320,mathematics,fail_g3_lt_10,period2,logistic,c13_selected,school_observable_only,full,uci320__mathematics__fail_g3_lt_10__period2__school_observable_only__logistic,uci320__mathematics__fail_g3_lt_10__period2__full__logistic,average_precision,0.9251777087407549,0.943444759907095,-0.018267051166340087
uci320,mathematics,fail_g3_lt_10,period2,logistic,c13_selected,school_observable_only,full,uci320__mathematics__fail_g3_lt_10__period2__school_observable_only__logistic,uci320__mathematics__fail_g3_lt_10__period2__full__logistic,auroc,0.9604063860667635,0.9695210449927432,-0.009114658925979624
uci320,mathematics,fail_g3_lt_10,period2,logistic,c13_selected,school_observable_only,full,uci320__mathematics__fail_g3_lt_10__period2__school_observable_only__logistic,uci320__mathematics__fail_g3_lt_10__period2__full__logistic,brier,0.0777050147118649,0.06455496082649068,0.013150053885374227
uci320,mathematics,fail_g3_lt_10,period2,logistic,c13_selected,targeted_no_sex,full,uci320__mathematics__fail_g3_lt_10__period2__targeted_no_sex__logistic,uci320__mathematics__fail_g3_lt_10__period2__full__logistic,average_precision,0.9384118742399229,0.943444759907095,-0.005032885667172082
uci320,mathematics,fail_g3_lt_10,period2,logistic,c13_selected,targeted_no_sex,full,uci320__mathematics__fail_g3_lt_10__period2__targeted_no_sex__logistic,uci320__mathematics__fail_g3_lt_10__period2__full__logistic,auroc,0.9679245283018867,0.9695210449927432,-0.0015965166908564754
uci320,mathematics,fail_g3_lt_10,period2,logistic,c13_selected,targeted_no_sex,full,uci320__mathematics__fail_g3_lt_10__period2__targeted_no_sex__logistic,uci320__mathematics__fail_g3_lt_10__period2__full__logistic,brier,0.06636868654519744,0.06455496082649068,0.001813725718706763
uci320,portuguese,fail_g3_lt_10,baseline,histgb,c13_selected,no_demographic_family,full,uci320__portuguese__fail_g3_lt_10__baseline__no_demographic_family__histgb,uci320__portuguese__fail_g3_lt_10__baseline__full__histgb,average_precision,0.4690931418815168,0.4124640815191373,0.05662906036237947
uci320,portuguese,fail_g3_lt_10,baseline,histgb,c13_selected,no_demographic_family,full,uci320__portuguese__fail_g3_lt_10__baseline__no_demographic_family__histgb,uci320__portuguese__fail_g3_lt_10__baseline__full__histgb,auroc,0.7988888888888889,0.7960837887067396,0.0028051001821493005
uci320,portuguese,fail_g3_lt_10,baseline,histgb,c13_selected,no_demographic_family,full,uci320__portuguese__fail_g3_lt_10__baseline__no_demographic_family__histgb,uci320__portuguese__fail_g3_lt_10__baseline__full__histgb,brier,0.1054092543849954,0.10983448623911463,-0.0044252318541192215
uci320,portuguese,fail_g3_lt_10,baseline,histgb,c13_selected,no_sensitive_wellbeing,full,uci320__portuguese__fail_g3_lt_10__baseline__no_sensitive_wellbeing__histgb,uci320__portuguese__fail_g3_lt_10__baseline__full__histgb,average_precision,0.39843213250868353,0.4124640815191373,-0.014031949010453793
uci320,portuguese,fail_g3_lt_10,baseline,histgb,c13_selected,no_sensitive_wellbeing,full,uci320__portuguese__fail_g3_lt_10__baseline__no_sensitive_wellbeing__histgb,uci320__portuguese__fail_g3_lt_10__baseline__full__histgb,auroc,0.7990346083788706,0.7960837887067396,0.0029508196721310664
uci320,portuguese,fail_g3_lt_10,baseline,histgb,c13_selected,no_sensitive_wellbeing,full,uci320__portuguese__fail_g3_lt_10__baseline__no_sensitive_wellbeing__histgb,uci320__portuguese__fail_g3_lt_10__baseline__full__histgb,brier,0.11098221799650816,0.10983448623911463,0.0011477317573935358
uci320,portuguese,fail_g3_lt_10,baseline,histgb,c13_selected,school_observable_only,full,uci320__portuguese__fail_g3_lt_10__baseline__school_observable_only__histgb,uci320__portuguese__fail_g3_lt_10__baseline__full__histgb,average_precision,0.37484957320793066,0.4124640815191373,-0.03761450831120666
uci320,portuguese,fail_g3_lt_10,baseline,histgb,c13_selected,school_observable_only,full,uci320__portuguese__fail_g3_lt_10__baseline__school_observable_only__histgb,uci320__portuguese__fail_g3_lt_10__baseline__full__histgb,auroc,0.7619125683060108,0.7960837887067396,-0.03417122040072873
uci320,portuguese,fail_g3_lt_10,baseline,histgb,c13_selected,school_observable_only,full,uci320__portuguese__fail_g3_lt_10__baseline__school_observable_only__histgb,uci320__portuguese__fail_g3_lt_10__baseline__full__histgb,brier,0.11490973050680225,0.10983448623911463,0.005075244267687629
uci320,portuguese,fail_g3_lt_10,baseline,histgb,c13_selected,targeted_no_sex,full,uci320__portuguese__fail_g3_lt_10__baseline__targeted_no_sex__histgb,uci320__portuguese__fail_g3_lt_10__baseline__full__histgb,average_precision,0.4191650692903206,0.4124640815191373,0.0067009877711832755
uci320,portuguese,fail_g3_lt_10,baseline,histgb,c13_selected,targeted_no_sex,full,uci320__portuguese__fail_g3_lt_10__baseline__targeted_no_sex__histgb,uci320__portuguese__fail_g3_lt_10__baseline__full__histgb,auroc,0.7906921675774135,0.7960837887067396,-0.0053916211293261185
uci320,portuguese,fail_g3_lt_10,baseline,histgb,c13_selected,targeted_no_sex,full,uci320__portuguese__fail_g3_lt_10__baseline__targeted_no_sex__histgb,uci320__portuguese__fail_g3_lt_10__baseline__full__histgb,brier,0.10929706586712071,0.10983448623911463,-0.0005374203719939186
uci320,portuguese,fail_g3_lt_10,baseline,logistic,c13_selected,no_demographic_family,full,uci320__portuguese__fail_g3_lt_10__baseline__no_demographic_family__logistic,uci320__portuguese__fail_g3_lt_10__baseline__full__logistic,average_precision,0.42614015271727584,0.3883355072415384,0.03780464547573742
uci320,portuguese,fail_g3_lt_10,baseline,logistic,c13_selected,no_demographic_family,full,uci320__portuguese__fail_g3_lt_10__baseline__no_demographic_family__logistic,uci320__portuguese__fail_g3_lt_10__baseline__full__logistic,auroc,0.8034790528233152,0.777832422586521,0.025646630236794254
uci320,portuguese,fail_g3_lt_10,baseline,logistic,c13_selected,no_demographic_family,full,uci320__portuguese__fail_g3_lt_10__baseline__no_demographic_family__logistic,uci320__portuguese__fail_g3_lt_10__baseline__full__logistic,brier,0.10934183513895665,0.11309260203684482,-0.003750766897888169
uci320,portuguese,fail_g3_lt_10,baseline,logistic,c13_selected,no_sensitive_wellbeing,full,uci320__portuguese__fail_g3_lt_10__baseline__no_sensitive_wellbeing__logistic,uci320__portuguese__fail_g3_lt_10__baseline__full__logistic,average_precision,0.4162975153856825,0.3883355072415384,0.027962008144144068
uci320,portuguese,fail_g3_lt_10,baseline,logistic,c13_selected,no_sensitive_wellbeing,full,uci320__portuguese__fail_g3_lt_10__baseline__no_sensitive_wellbeing__logistic,uci320__portuguese__fail_g3_lt_10__baseline__full__logistic,auroc,0.7963387978142076,0.777832422586521,0.01850637522768661
uci320,portuguese,fail_g3_lt_10,baseline,logistic,c13_selected,no_sensitive_wellbeing,full,uci320__portuguese__fail_g3_lt_10__baseline__no_sensitive_wellbeing__logistic,uci320__portuguese__fail_g3_lt_10__baseline__full__logistic,brier,0.11053472823587311,0.11309260203684482,-0.002557873800971708
uci320,portuguese,fail_g3_lt_10,baseline,logistic,c13_selected,school_observable_only,full,uci320__portuguese__fail_g3_lt_10__baseline__school_observable_only__logistic,uci320__portuguese__fail_g3_lt_10__baseline__full__logistic,average_precision,0.4273037254156258,0.3883355072415384,0.038968218174087355
uci320,portuguese,fail_g3_lt_10,baseline,logistic,c13_selected,school_observable_only,full,uci320__portuguese__fail_g3_lt_10__baseline__school_observable_only__logistic,uci320__portuguese__fail_g3_lt_10__baseline__full__logistic,auroc,0.8060018214936249,0.777832422586521,0.028169398907103904
uci320,portuguese,fail_g3_lt_10,baseline,logistic,c13_selected,school_observable_only,full,uci320__portuguese__fail_g3_lt_10__baseline__school_observable_only__logistic,uci320__portuguese__fail_g3_lt_10__baseline__full__logistic,brier,0.10872428202322158,0.11309260203684482,-0.004368320013623236
uci320,portuguese,fail_g3_lt_10,baseline,logistic,c13_selected,targeted_no_sex,full,uci320__portuguese__fail_g3_lt_10__baseline__targeted_no_sex__logistic,uci320__portuguese__fail_g3_lt_10__baseline__full__logistic,average_precision,0.39411700743444944,0.3883355072415384,0.0057815001929110155
uci320,portuguese,fail_g3_lt_10,baseline,logistic,c13_selected,targeted_no_sex,full,uci320__portuguese__fail_g3_lt_10__baseline__targeted_no_sex__logistic,uci320__portuguese__fail_g3_lt_10__baseline__full__logistic,auroc,0.7835701275045538,0.777832422586521,0.0057377049180328266
uci320,portuguese,fail_g3_lt_10,baseline,logistic,c13_selected,targeted_no_sex,full,uci320__portuguese__fail_g3_lt_10__baseline__targeted_no_sex__logistic,uci320__portuguese__fail_g3_lt_10__baseline__full__logistic,brier,0.112313540536659,0.11309260203684482,-0.0007790615001858209
uci320,portuguese,fail_g3_lt_10,period1,histgb,c13_selected,no_demographic_family,full,uci320__portuguese__fail_g3_lt_10__period1__no_demographic_family__histgb,uci320__portuguese__fail_g3_lt_10__period1__full__histgb,average_precision,0.6675851921257407,0.6631949152688829,0.004390276856857889
uci320,portuguese,fail_g3_lt_10,period1,histgb,c13_selected,no_demographic_family,full,uci320__portuguese__fail_g3_lt_10__period1__no_demographic_family__histgb,uci320__portuguese__fail_g3_lt_10__period1__full__histgb,auroc,0.9336794171220402,0.9299271402550091,0.003752276867031057
uci320,portuguese,fail_g3_lt_10,period1,histgb,c13_selected,no_demographic_family,full,uci320__portuguese__fail_g3_lt_10__period1__no_demographic_family__histgb,uci320__portuguese__fail_g3_lt_10__period1__full__histgb,brier,0.07130952081433199,0.07200314203900375,-0.0006936212246717588
uci320,portuguese,fail_g3_lt_10,period1,histgb,c13_selected,no_sensitive_wellbeing,full,uci320__portuguese__fail_g3_lt_10__period1__no_sensitive_wellbeing__histgb,uci320__portuguese__fail_g3_lt_10__period1__full__histgb,average_precision,0.6625005358620831,0.6631949152688829,-0.0006943794067997278
uci320,portuguese,fail_g3_lt_10,period1,histgb,c13_selected,no_sensitive_wellbeing,full,uci320__portuguese__fail_g3_lt_10__period1__no_sensitive_wellbeing__histgb,uci320__portuguese__fail_g3_lt_10__period1__full__histgb,auroc,0.9239890710382513,0.9299271402550091,-0.005938069216757769
uci320,portuguese,fail_g3_lt_10,period1,histgb,c13_selected,no_sensitive_wellbeing,full,uci320__portuguese__fail_g3_lt_10__period1__no_sensitive_wellbeing__histgb,uci320__portuguese__fail_g3_lt_10__period1__full__histgb,brier,0.0720704583829876,0.07200314203900375,6.731634398385311e-05
uci320,portuguese,fail_g3_lt_10,period1,histgb,c13_selected,school_observable_only,full,uci320__portuguese__fail_g3_lt_10__period1__school_observable_only__histgb,uci320__portuguese__fail_g3_lt_10__period1__full__histgb,average_precision,0.6421703419074114,0.6631949152688829,-0.021024573361471455
uci320,portuguese,fail_g3_lt_10,period1,histgb,c13_selected,school_observable_only,full,uci320__portuguese__fail_g3_lt_10__period1__school_observable_only__histgb,uci320__portuguese__fail_g3_lt_10__period1__full__histgb,auroc,0.9265573770491803,0.9299271402550091,-0.003369763205828824
uci320,portuguese,fail_g3_lt_10,period1,histgb,c13_selected,school_observable_only,full,uci320__portuguese__fail_g3_lt_10__period1__school_observable_only__histgb,uci320__portuguese__fail_g3_lt_10__period1__full__histgb,brier,0.0739273796195801,0.07200314203900375,0.0019242375805763462
uci320,portuguese,fail_g3_lt_10,period1,histgb,c13_selected,targeted_no_sex,full,uci320__portuguese__fail_g3_lt_10__period1__targeted_no_sex__histgb,uci320__portuguese__fail_g3_lt_10__period1__full__histgb,average_precision,0.6482232204453774,0.6631949152688829,-0.014971694823505466
uci320,portuguese,fail_g3_lt_10,period1,histgb,c13_selected,targeted_no_sex,full,uci320__portuguese__fail_g3_lt_10__period1__targeted_no_sex__histgb,uci320__portuguese__fail_g3_lt_10__period1__full__histgb,auroc,0.931111111111111,0.9299271402550091,0.0011839708561018902
uci320,portuguese,fail_g3_lt_10,period1,histgb,c13_selected,targeted_no_sex,full,uci320__portuguese__fail_g3_lt_10__period1__targeted_no_sex__histgb,uci320__portuguese__fail_g3_lt_10__period1__full__histgb,brier,0.07287339128237105,0.07200314203900375,0.000870249243367302
uci320,portuguese,fail_g3_lt_10,period1,logistic,c13_selected,no_demographic_family,full,uci320__portuguese__fail_g3_lt_10__period1__no_demographic_family__logistic,uci320__portuguese__fail_g3_lt_10__period1__full__logistic,average_precision,0.6582257429637024,0.6375528327627579,0.020672910200944528
uci320,portuguese,fail_g3_lt_10,period1,logistic,c13_selected,no_demographic_family,full,uci320__portuguese__fail_g3_lt_10__period1__no_demographic_family__logistic,uci320__portuguese__fail_g3_lt_10__period1__full__logistic,auroc,0.9268123861566485,0.918488160291439,0.008324225865209534
uci320,portuguese,fail_g3_lt_10,period1,logistic,c13_selected,no_demographic_family,full,uci320__portuguese__fail_g3_lt_10__period1__no_demographic_family__logistic,uci320__portuguese__fail_g3_lt_10__period1__full__logistic,brier,0.07666694453645916,0.07918610220115291,-0.0025191576646937525
uci320,portuguese,fail_g3_lt_10,period1,logistic,c13_selected,no_sensitive_wellbeing,full,uci320__portuguese__fail_g3_lt_10__period1__no_sensitive_wellbeing__logistic,uci320__portuguese__fail_g3_lt_10__period1__full__logistic,average_precision,0.6546958862203236,0.6375528327627579,0.017143053457565727
uci320,portuguese,fail_g3_lt_10,period1,logistic,c13_selected,no_sensitive_wellbeing,full,uci320__portuguese__fail_g3_lt_10__period1__no_sensitive_wellbeing__logistic,uci320__portuguese__fail_g3_lt_10__period1__full__logistic,auroc,0.9252094717668488,0.918488160291439,0.006721311475409775
uci320,portuguese,fail_g3_lt_10,period1,logistic,c13_selected,no_sensitive_wellbeing,full,uci320__portuguese__fail_g3_lt_10__period1__no_sensitive_wellbeing__logistic,uci320__portuguese__fail_g3_lt_10__period1__full__logistic,brier,0.07570687387652886,0.07918610220115291,-0.0034792283246240507
uci320,portuguese,fail_g3_lt_10,period1,logistic,c13_selected,school_observable_only,full,uci320__portuguese__fail_g3_lt_10__period1__school_observable_only__logistic,uci320__portuguese__fail_g3_lt_10__period1__full__logistic,average_precision,0.6974475673175815,0.6375528327627579,0.059894734554823637
uci320,portuguese,fail_g3_lt_10,period1,logistic,c13_selected,school_observable_only,full,uci320__portuguese__fail_g3_lt_10__period1__school_observable_only__logistic,uci320__portuguese__fail_g3_lt_10__period1__full__logistic,auroc,0.9382331511839709,0.918488160291439,0.0197449908925319
uci320,portuguese,fail_g3_lt_10,period1,logistic,c13_selected,school_observable_only,full,uci320__portuguese__fail_g3_lt_10__period1__school_observable_only__logistic,uci320__portuguese__fail_g3_lt_10__period1__full__logistic,brier,0.0699247116648365,0.07918610220115291,-0.009261390536316402
uci320,portuguese,fail_g3_lt_10,period1,logistic,c13_selected,targeted_no_sex,full,uci320__portuguese__fail_g3_lt_10__period1__targeted_no_sex__logistic,uci320__portuguese__fail_g3_lt_10__period1__full__logistic,average_precision,0.6420457017380475,0.6375528327627579,0.0044928689752896656
uci320,portuguese,fail_g3_lt_10,period1,logistic,c13_selected,targeted_no_sex,full,uci320__portuguese__fail_g3_lt_10__period1__targeted_no_sex__logistic,uci320__portuguese__fail_g3_lt_10__period1__full__logistic,auroc,0.9199089253187613,0.918488160291439,0.001420765027322357
uci320,portuguese,fail_g3_lt_10,period1,logistic,c13_selected,targeted_no_sex,full,uci320__portuguese__fail_g3_lt_10__period1__targeted_no_sex__logistic,uci320__portuguese__fail_g3_lt_10__period1__full__logistic,brier,0.07860260961284998,0.07918610220115291,-0.0005834925883029252
uci320,portuguese,fail_g3_lt_10,period2,histgb,c13_selected,no_demographic_family,full,uci320__portuguese__fail_g3_lt_10__period2__no_demographic_family__histgb,uci320__portuguese__fail_g3_lt_10__period2__full__histgb,average_precision,0.8397856955711076,0.8451159945515379,-0.005330298980430248
uci320,portuguese,fail_g3_lt_10,period2,histgb,c13_selected,no_demographic_family,full,uci320__portuguese__fail_g3_lt_10__period2__no_demographic_family__histgb,uci320__portuguese__fail_g3_lt_10__period2__full__histgb,auroc,0.9606010928961749,0.9587067395264117,0.0018943533697631798
uci320,portuguese,fail_g3_lt_10,period2,histgb,c13_selected,no_demographic_family,full,uci320__portuguese__fail_g3_lt_10__period2__no_demographic_family__histgb,uci320__portuguese__fail_g3_lt_10__period2__full__histgb,brier,0.05413190615491992,0.05298300448980273,0.0011489016651171843
uci320,portuguese,fail_g3_lt_10,period2,histgb,c13_selected,no_sensitive_wellbeing,full,uci320__portuguese__fail_g3_lt_10__period2__no_sensitive_wellbeing__histgb,uci320__portuguese__fail_g3_lt_10__period2__full__histgb,average_precision,0.8628593961252289,0.8451159945515379,0.01774340157369103
uci320,portuguese,fail_g3_lt_10,period2,histgb,c13_selected,no_sensitive_wellbeing,full,uci320__portuguese__fail_g3_lt_10__period2__no_sensitive_wellbeing__histgb,uci320__portuguese__fail_g3_lt_10__period2__full__histgb,auroc,0.9560837887067395,0.9587067395264117,-0.0026229508196722318
uci320,portuguese,fail_g3_lt_10,period2,histgb,c13_selected,no_sensitive_wellbeing,full,uci320__portuguese__fail_g3_lt_10__period2__no_sensitive_wellbeing__histgb,uci320__portuguese__fail_g3_lt_10__period2__full__histgb,brier,0.05122107486040759,0.05298300448980273,-0.0017619296293951425
uci320,portuguese,fail_g3_lt_10,period2,histgb,c13_selected,school_observable_only,full,uci320__portuguese__fail_g3_lt_10__period2__school_observable_only__histgb,uci320__portuguese__fail_g3_lt_10__period2__full__histgb,average_precision,0.8479301775516449,0.8451159945515379,0.002814183000107051
uci320,portuguese,fail_g3_lt_10,period2,histgb,c13_selected,school_observable_only,full,uci320__portuguese__fail_g3_lt_10__period2__school_observable_only__histgb,uci320__portuguese__fail_g3_lt_10__period2__full__histgb,auroc,0.9557559198542805,0.9587067395264117,-0.0029508196721311775
uci320,portuguese,fail_g3_lt_10,period2,histgb,c13_selected,school_observable_only,full,uci320__portuguese__fail_g3_lt_10__period2__school_observable_only__histgb,uci320__portuguese__fail_g3_lt_10__period2__full__histgb,brier,0.050737396155298216,0.05298300448980273,-0.0022456083345045175
uci320,portuguese,fail_g3_lt_10,period2,histgb,c13_selected,targeted_no_sex,full,uci320__portuguese__fail_g3_lt_10__period2__targeted_no_sex__histgb,uci320__portuguese__fail_g3_lt_10__period2__full__histgb,average_precision,0.8502375040724366,0.8451159945515379,0.005121509520898737
uci320,portuguese,fail_g3_lt_10,period2,histgb,c13_selected,targeted_no_sex,full,uci320__portuguese__fail_g3_lt_10__period2__targeted_no_sex__histgb,uci320__portuguese__fail_g3_lt_10__period2__full__histgb,auroc,0.9573224043715847,0.9587067395264117,-0.0013843351548270544
uci320,portuguese,fail_g3_lt_10,period2,histgb,c13_selected,targeted_no_sex,full,uci320__portuguese__fail_g3_lt_10__period2__targeted_no_sex__histgb,uci320__portuguese__fail_g3_lt_10__period2__full__histgb,brier,0.05089905762061866,0.05298300448980273,-0.002083946869184075
uci320,portuguese,fail_g3_lt_10,period2,logistic,c13_selected,no_demographic_family,full,uci320__portuguese__fail_g3_lt_10__period2__no_demographic_family__logistic,uci320__portuguese__fail_g3_lt_10__period2__full__logistic,average_precision,0.824698601569305,0.8157177260658248,0.008980875503480146
uci320,portuguese,fail_g3_lt_10,period2,logistic,c13_selected,no_demographic_family,full,uci320__portuguese__fail_g3_lt_10__period2__no_demographic_family__logistic,uci320__portuguese__fail_g3_lt_10__period2__full__logistic,auroc,0.9583788706739527,0.95367941712204,0.004699453551912702
uci320,portuguese,fail_g3_lt_10,period2,logistic,c13_selected,no_demographic_family,full,uci320__portuguese__fail_g3_lt_10__period2__no_demographic_family__logistic,uci320__portuguese__fail_g3_lt_10__period2__full__logistic,brier,0.05655784638521364,0.056622032018600464,-6.418563338682348e-05
uci320,portuguese,fail_g3_lt_10,period2,logistic,c13_selected,no_sensitive_wellbeing,full,uci320__portuguese__fail_g3_lt_10__period2__no_sensitive_wellbeing__logistic,uci320__portuguese__fail_g3_lt_10__period2__full__logistic,average_precision,0.825812442817295,0.8157177260658248,0.010094716751470223
uci320,portuguese,fail_g3_lt_10,period2,logistic,c13_selected,no_sensitive_wellbeing,full,uci320__portuguese__fail_g3_lt_10__period2__no_sensitive_wellbeing__logistic,uci320__portuguese__fail_g3_lt_10__period2__full__logistic,auroc,0.9563023679417122,0.95367941712204,0.0026229508196722318
uci320,portuguese,fail_g3_lt_10,period2,logistic,c13_selected,no_sensitive_wellbeing,full,uci320__portuguese__fail_g3_lt_10__period2__no_sensitive_wellbeing__logistic,uci320__portuguese__fail_g3_lt_10__period2__full__logistic,brier,0.054926756066748,0.056622032018600464,-0.001695275951852461
uci320,portuguese,fail_g3_lt_10,period2,logistic,c13_selected,school_observable_only,full,uci320__portuguese__fail_g3_lt_10__period2__school_observable_only__logistic,uci320__portuguese__fail_g3_lt_10__period2__full__logistic,average_precision,0.8448023980714052,0.8157177260658248,0.029084672005580403
uci320,portuguese,fail_g3_lt_10,period2,logistic,c13_selected,school_observable_only,full,uci320__portuguese__fail_g3_lt_10__period2__school_observable_only__logistic,uci320__portuguese__fail_g3_lt_10__period2__full__logistic,auroc,0.9642805100182149,0.95367941712204,0.010601092896174946
uci320,portuguese,fail_g3_lt_10,period2,logistic,c13_selected,school_observable_only,full,uci320__portuguese__fail_g3_lt_10__period2__school_observable_only__logistic,uci320__portuguese__fail_g3_lt_10__period2__full__logistic,brier,0.0506195763878304,0.056622032018600464,-0.006002455630770065
