dataset,subject,outcome,stage,model,grid,policy,comparator,config_id,full_config_id,metric,restricted,full,difference
uci320,portuguese,fail_g3_lt_10,period2,logistic,c13_selected,targeted_no_sex,full,uci320__portuguese__fail_g3_lt_10__period2__targeted_no_sex__logistic,uci320__portuguese__fail_g3_lt_10__period2__full__logistic,average_precision,0.8154089041251386,0.8157177260658248,-0.0003088219406862658
uci320,portuguese,fail_g3_lt_10,period2,logistic,c13_selected,targeted_no_sex,full,uci320__portuguese__fail_g3_lt_10__period2__targeted_no_sex__logistic,uci320__portuguese__fail_g3_lt_10__period2__full__logistic,auroc,0.9537158469945356,0.95367941712204,3.6429872495635784e-05
uci320,portuguese,fail_g3_lt_10,period2,logistic,c13_selected,targeted_no_sex,full,uci320__portuguese__fail_g3_lt_10__period2__targeted_no_sex__logistic,uci320__portuguese__fail_g3_lt_10__period2__full__logistic,brier,0.05668099449993387,0.056622032018600464,5.896248133340637e-05
uci697,all,dropout_vs_all_other,enrollment,histgb,c13_selected,legacy_operational,full,uci697__all__dropout_vs_all_other__enrollment__legacy_operational__histgb,uci697__all__dropout_vs_all_other__enrollment__full__histgb,average_precision,0.5131501991994429,0.7394280107011624,-0.22627781150171944
uci697,all,dropout_vs_all_other,enrollment,histgb,c13_selected,legacy_operational,full,uci697__all__dropout_vs_all_other__enrollment__legacy_operational__histgb,uci697__all__dropout_vs_all_other__enrollment__full__histgb,auroc,0.6957637717665868,0.8209901756699786,-0.1252264039033918
uci697,all,dropout_vs_all_other,enrollment,histgb,c13_selected,legacy_operational,full,uci697__all__dropout_vs_all_other__enrollment__legacy_operational__histgb,uci697__all__dropout_vs_all_other__enrollment__full__histgb,brier,0.19553533459432243,0.14806697719880843,0.047468357395514
uci697,all,dropout_vs_all_other,enrollment,histgb,c13_selected,no_direct_personal,full,uci697__all__dropout_vs_all_other__enrollment__no_direct_personal__histgb,uci697__all__dropout_vs_all_other__enrollment__full__histgb,average_precision,0.734273490970978,0.7394280107011624,-0.005154519730184326
uci697,all,dropout_vs_all_other,enrollment,histgb,c13_selected,no_direct_personal,full,uci697__all__dropout_vs_all_other__enrollment__no_direct_personal__histgb,uci697__all__dropout_vs_all_other__enrollment__full__histgb,auroc,0.8141694102285234,0.8209901756699786,-0.006820765441455157
uci697,all,dropout_vs_all_other,enrollment,histgb,c13_selected,no_direct_personal,full,uci697__all__dropout_vs_all_other__enrollment__no_direct_personal__histgb,uci697__all__dropout_vs_all_other__enrollment__full__histgb,brier,0.15032439220586494,0.14806697719880843,0.002257415007056507
uci697,all,dropout_vs_all_other,enrollment,histgb,c13_selected,no_family_financial,full,uci697__all__dropout_vs_all_other__enrollment__no_family_financial__histgb,uci697__all__dropout_vs_all_other__enrollment__full__histgb,average_precision,0.5785946878024597,0.7394280107011624,-0.16083332289870267
uci697,all,dropout_vs_all_other,enrollment,histgb,c13_selected,no_family_financial,full,uci697__all__dropout_vs_all_other__enrollment__no_family_financial__histgb,uci697__all__dropout_vs_all_other__enrollment__full__histgb,auroc,0.7463850950831951,0.8209901756699786,-0.0746050805867835
uci697,all,dropout_vs_all_other,enrollment,histgb,c13_selected,no_family_financial,full,uci697__all__dropout_vs_all_other__enrollment__no_family_financial__histgb,uci697__all__dropout_vs_all_other__enrollment__full__histgb,brier,0.1817531461867949,0.14806697719880843,0.03368616898798646
uci697,all,dropout_vs_all_other,enrollment,histgb,c13_selected,targeted_gender_special_needs,full,uci697__all__dropout_vs_all_other__enrollment__targeted_gender_special_needs__histgb,uci697__all__dropout_vs_all_other__enrollment__full__histgb,average_precision,0.7354516469611222,0.7394280107011624,-0.0039763637400401786
uci697,all,dropout_vs_all_other,enrollment,histgb,c13_selected,targeted_gender_special_needs,full,uci697__all__dropout_vs_all_other__enrollment__targeted_gender_special_needs__histgb,uci697__all__dropout_vs_all_other__enrollment__full__histgb,auroc,0.8168242735448928,0.8209901756699786,-0.004165902125085719
uci697,all,dropout_vs_all_other,enrollment,histgb,c13_selected,targeted_gender_special_needs,full,uci697__all__dropout_vs_all_other__enrollment__targeted_gender_special_needs__histgb,uci697__all__dropout_vs_all_other__enrollment__full__histgb,brier,0.14923450085032214,0.14806697719880843,0.0011675236515137077
uci697,all,dropout_vs_all_other,enrollment,logistic,c13_selected,legacy_operational,full,uci697__all__dropout_vs_all_other__enrollment__legacy_operational__logistic,uci697__all__dropout_vs_all_other__enrollment__full__logistic,average_precision,0.5120038968431183,0.7378210834856201,-0.22581718664250183
uci697,all,dropout_vs_all_other,enrollment,logistic,c13_selected,legacy_operational,full,uci697__all__dropout_vs_all_other__enrollment__legacy_operational__logistic,uci697__all__dropout_vs_all_other__enrollment__full__logistic,auroc,0.6891418457217191,0.8244242269576542,-0.13528238123593506
uci697,all,dropout_vs_all_other,enrollment,logistic,c13_selected,legacy_operational,full,uci697__all__dropout_vs_all_other__enrollment__legacy_operational__logistic,uci697__all__dropout_vs_all_other__enrollment__full__logistic,brier,0.19657627804530495,0.14792089949154633,0.04865537855375862
uci697,all,dropout_vs_all_other,enrollment,logistic,c13_selected,no_direct_personal,full,uci697__all__dropout_vs_all_other__enrollment__no_direct_personal__logistic,uci697__all__dropout_vs_all_other__enrollment__full__logistic,average_precision,0.7311014153815236,0.7378210834856201,-0.006719668104096521
uci697,all,dropout_vs_all_other,enrollment,logistic,c13_selected,no_direct_personal,full,uci697__all__dropout_vs_all_other__enrollment__no_direct_personal__logistic,uci697__all__dropout_vs_all_other__enrollment__full__logistic,auroc,0.8191578536406123,0.8244242269576542,-0.005266373317041828
uci697,all,dropout_vs_all_other,enrollment,logistic,c13_selected,no_direct_personal,full,uci697__all__dropout_vs_all_other__enrollment__no_direct_personal__logistic,uci697__all__dropout_vs_all_other__enrollment__full__logistic,brier,0.14968166908819971,0.14792089949154633,0.0017607695966533887
uci697,all,dropout_vs_all_other,enrollment,logistic,c13_selected,no_family_financial,full,uci697__all__dropout_vs_all_other__enrollment__no_family_financial__logistic,uci697__all__dropout_vs_all_other__enrollment__full__logistic,average_precision,0.5713415772374966,0.7378210834856201,-0.16647950624812358
uci697,all,dropout_vs_all_other,enrollment,logistic,c13_selected,no_family_financial,full,uci697__all__dropout_vs_all_other__enrollment__no_family_financial__logistic,uci697__all__dropout_vs_all_other__enrollment__full__logistic,auroc,0.736357707504787,0.8244242269576542,-0.08806651945286714
uci697,all,dropout_vs_all_other,enrollment,logistic,c13_selected,no_family_financial,full,uci697__all__dropout_vs_all_other__enrollment__no_family_financial__logistic,uci697__all__dropout_vs_all_other__enrollment__full__logistic,brier,0.184550035545611,0.14792089949154633,0.036629136054064676
uci697,all,dropout_vs_all_other,enrollment,logistic,c13_selected,targeted_gender_special_needs,full,uci697__all__dropout_vs_all_other__enrollment__targeted_gender_special_needs__logistic,uci697__all__dropout_vs_all_other__enrollment__full__logistic,average_precision,0.7324716047328996,0.7378210834856201,-0.005349478752720516
uci697,all,dropout_vs_all_other,enrollment,logistic,c13_selected,targeted_gender_special_needs,full,uci697__all__dropout_vs_all_other__enrollment__targeted_gender_special_needs__logistic,uci697__all__dropout_vs_all_other__enrollment__full__logistic,auroc,0.8196572369689892,0.8244242269576542,-0.0047669899886649825
uci697,all,dropout_vs_all_other,enrollment,logistic,c13_selected,targeted_gender_special_needs,full,uci697__all__dropout_vs_all_other__enrollment__targeted_gender_special_needs__logistic,uci697__all__dropout_vs_all_other__enrollment__full__logistic,brier,0.14940582580857617,0.14792089949154633,0.0014849263170298443
uci697,all,dropout_vs_all_other,semester1,histgb,c13_selected,legacy_operational,full,uci697__all__dropout_vs_all_other__semester1__legacy_operational__histgb,uci697__all__dropout_vs_all_other__semester1__full__histgb,average_precision,0.8006816533280796,0.8565069008975503,-0.055825247569470715
uci697,all,dropout_vs_all_other,semester1,histgb,c13_selected,legacy_operational,full,uci697__all__dropout_vs_all_other__semester1__legacy_operational__histgb,uci697__all__dropout_vs_all_other__semester1__full__histgb,auroc,0.86637805075525,0.9011122586069806,-0.03473420785173065
uci697,all,dropout_vs_all_other,semester1,histgb,c13_selected,legacy_operational,full,uci697__all__dropout_vs_all_other__semester1__legacy_operational__histgb,uci697__all__dropout_vs_all_other__semester1__full__histgb,brier,0.12651456834471564,0.10475357679955512,0.02176099154516052
uci697,all,dropout_vs_all_other,semester1,histgb,c13_selected,no_direct_personal,full,uci697__all__dropout_vs_all_other__semester1__no_direct_personal__histgb,uci697__all__dropout_vs_all_other__semester1__full__histgb,average_precision,0.8541383887539175,0.8565069008975503,-0.0023685121436328727
uci697,all,dropout_vs_all_other,semester1,histgb,c13_selected,no_direct_personal,full,uci697__all__dropout_vs_all_other__semester1__no_direct_personal__histgb,uci697__all__dropout_vs_all_other__semester1__full__histgb,auroc,0.8980184722619627,0.9011122586069806,-0.0030937863450178904
uci697,all,dropout_vs_all_other,semester1,histgb,c13_selected,no_direct_personal,full,uci697__all__dropout_vs_all_other__semester1__no_direct_personal__histgb,uci697__all__dropout_vs_all_other__semester1__full__histgb,brier,0.10587933194404538,0.10475357679955512,0.0011257551444902592
uci697,all,dropout_vs_all_other,semester1,histgb,c13_selected,no_family_financial,full,uci697__all__dropout_vs_all_other__semester1__no_family_financial__histgb,uci697__all__dropout_vs_all_other__semester1__full__histgb,average_precision,0.8096140408136987,0.8565069008975503,-0.04689286008385163
uci697,all,dropout_vs_all_other,semester1,histgb,c13_selected,no_family_financial,full,uci697__all__dropout_vs_all_other__semester1__no_family_financial__histgb,uci697__all__dropout_vs_all_other__semester1__full__histgb,auroc,0.8729712698748588,0.9011122586069806,-0.028140988732121786
uci697,all,dropout_vs_all_other,semester1,histgb,c13_selected,no_family_financial,full,uci697__all__dropout_vs_all_other__semester1__no_family_financial__histgb,uci697__all__dropout_vs_all_other__semester1__full__histgb,brier,0.12230383378276509,0.10475357679955512,0.017550256983209972
uci697,all,dropout_vs_all_other,semester1,histgb,c13_selected,targeted_gender_special_needs,full,uci697__all__dropout_vs_all_other__semester1__targeted_gender_special_needs__histgb,uci697__all__dropout_vs_all_other__semester1__full__histgb,average_precision,0.8540448481163666,0.8565069008975503,-0.002462052781183721
uci697,all,dropout_vs_all_other,semester1,histgb,c13_selected,targeted_gender_special_needs,full,uci697__all__dropout_vs_all_other__semester1__targeted_gender_special_needs__histgb,uci697__all__dropout_vs_all_other__semester1__full__histgb,auroc,0.8995266989637152,0.9011122586069806,-0.001585559643265455
uci697,all,dropout_vs_all_other,semester1,histgb,c13_selected,targeted_gender_special_needs,full,uci697__all__dropout_vs_all_other__semester1__targeted_gender_special_needs__histgb,uci697__all__dropout_vs_all_other__semester1__full__histgb,brier,0.10613080952426873,0.10475357679955512,0.0013772327247136146
uci697,all,dropout_vs_all_other,semester1,logistic,c13_selected,legacy_operational,full,uci697__all__dropout_vs_all_other__semester1__legacy_operational__logistic,uci697__all__dropout_vs_all_other__semester1__full__logistic,average_precision,0.7983524393284409,0.8607340340458774,-0.06238159471743654
uci697,all,dropout_vs_all_other,semester1,logistic,c13_selected,legacy_operational,full,uci697__all__dropout_vs_all_other__semester1__legacy_operational__logistic,uci697__all__dropout_vs_all_other__semester1__full__logistic,auroc,0.870323905510394,0.9057651239213519,-0.03544121841095793
uci697,all,dropout_vs_all_other,semester1,logistic,c13_selected,legacy_operational,full,uci697__all__dropout_vs_all_other__semester1__legacy_operational__logistic,uci697__all__dropout_vs_all_other__semester1__full__logistic,brier,0.1257356221551782,0.10278312640779293,0.022952495747385268
uci697,all,dropout_vs_all_other,semester1,logistic,c13_selected,no_direct_personal,full,uci697__all__dropout_vs_all_other__semester1__no_direct_personal__logistic,uci697__all__dropout_vs_all_other__semester1__full__logistic,average_precision,0.8582495392189773,0.8607340340458774,-0.002484494826900163
uci697,all,dropout_vs_all_other,semester1,logistic,c13_selected,no_direct_personal,full,uci697__all__dropout_vs_all_other__semester1__no_direct_personal__logistic,uci697__all__dropout_vs_all_other__semester1__full__logistic,auroc,0.9031058081022894,0.9057651239213519,-0.0026593158190625354
uci697,all,dropout_vs_all_other,semester1,logistic,c13_selected,no_direct_personal,full,uci697__all__dropout_vs_all_other__semester1__no_direct_personal__logistic,uci697__all__dropout_vs_all_other__semester1__full__logistic,brier,0.10420338683841082,0.10278312640779293,0.001420260430617895
uci697,all,dropout_vs_all_other,semester1,logistic,c13_selected,no_family_financial,full,uci697__all__dropout_vs_all_other__semester1__no_family_financial__logistic,uci697__all__dropout_vs_all_other__semester1__full__logistic,average_precision,0.8100265497154705,0.8607340340458774,-0.05070748433040695
uci697,all,dropout_vs_all_other,semester1,logistic,c13_selected,no_family_financial,full,uci697__all__dropout_vs_all_other__semester1__no_family_financial__logistic,uci697__all__dropout_vs_all_other__semester1__full__logistic,auroc,0.8762110514397635,0.9057651239213519,-0.029554072481588367
uci697,all,dropout_vs_all_other,semester1,logistic,c13_selected,no_family_financial,full,uci697__all__dropout_vs_all_other__semester1__no_family_financial__logistic,uci697__all__dropout_vs_all_other__semester1__full__logistic,brier,0.12228811794230299,0.10278312640779293,0.01950499153451006
uci697,all,dropout_vs_all_other,semester1,logistic,c13_selected,targeted_gender_special_needs,full,uci697__all__dropout_vs_all_other__semester1__targeted_gender_special_needs__logistic,uci697__all__dropout_vs_all_other__semester1__full__logistic,average_precision,0.8588971921859578,0.8607340340458774,-0.0018368418599196135
uci697,all,dropout_vs_all_other,semester1,logistic,c13_selected,targeted_gender_special_needs,full,uci697__all__dropout_vs_all_other__semester1__targeted_gender_special_needs__logistic,uci697__all__dropout_vs_all_other__semester1__full__logistic,auroc,0.9038721072500101,0.9057651239213519,-0.001893016671341785
uci697,all,dropout_vs_all_other,semester1,logistic,c13_selected,targeted_gender_special_needs,full,uci697__all__dropout_vs_all_other__semester1__targeted_gender_special_needs__logistic,uci697__all__dropout_vs_all_other__semester1__full__logistic,brier,0.1037390562118883,0.10278312640779293,0.0009559298040953679
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,legacy_operational,full,uci697__all__dropout_vs_graduate__enrollment__legacy_operational__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,average_precision,0.6271108172276085,0.816398318852533,-0.18928750162492447
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,legacy_operational,full,uci697__all__dropout_vs_graduate__enrollment__legacy_operational__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,auroc,0.7263235073458365,0.8508293593892811,-0.12450585204344455
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,legacy_operational,full,uci697__all__dropout_vs_graduate__enrollment__legacy_operational__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,brier,0.20215668147892008,0.14792173414384444,0.05423494733507564
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,loo__age_at_enrollment,full,uci697__all__dropout_vs_graduate__enrollment__loo__age_at_enrollment__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,average_precision,0.8146789211092047,0.816398318852533,-0.0017193977433282992
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,loo__age_at_enrollment,full,uci697__all__dropout_vs_graduate__enrollment__loo__age_at_enrollment__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,auroc,0.849058884882999,0.8508293593892811,-0.0017704745062820937
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,loo__age_at_enrollment,full,uci697__all__dropout_vs_graduate__enrollment__loo__age_at_enrollment__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,brier,0.1487172067974852,0.14792173414384444,0.0007954726536407719
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,loo__displaced,full,uci697__all__dropout_vs_graduate__enrollment__loo__displaced__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,average_precision,0.8147642629243177,0.816398318852533,-0.0016340559282153055
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,loo__displaced,full,uci697__all__dropout_vs_graduate__enrollment__loo__displaced__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,auroc,0.8495654174003158,0.8508293593892811,-0.0012639419889652892
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,loo__displaced,full,uci697__all__dropout_vs_graduate__enrollment__loo__displaced__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,brier,0.14881370634769564,0.14792173414384444,0.0008919722038512046
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,loo__educational_special_needs,full,uci697__all__dropout_vs_graduate__enrollment__loo__educational_special_needs__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,average_precision,0.8161941769480533,0.816398318852533,-0.00020414190447970437
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,loo__educational_special_needs,full,uci697__all__dropout_vs_graduate__enrollment__loo__educational_special_needs__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,auroc,0.8507051155642789,0.8508293593892811,-0.00012424382500220155
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,loo__educational_special_needs,full,uci697__all__dropout_vs_graduate__enrollment__loo__educational_special_needs__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,brier,0.1479872188868196,0.14792173414384444,6.548474297515816e-05
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,loo__gender,full,uci697__all__dropout_vs_graduate__enrollment__loo__gender__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,average_precision,0.8128099062389651,0.816398318852533,-0.003588412613567904
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,loo__gender,full,uci697__all__dropout_vs_graduate__enrollment__loo__gender__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,auroc,0.8452648288987314,0.8508293593892811,-0.005564530490549613
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,loo__gender,full,uci697__all__dropout_vs_graduate__enrollment__loo__gender__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,brier,0.14963695209510813,0.14792173414384444,0.0017152179512636978
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,loo__international,full,uci697__all__dropout_vs_graduate__enrollment__loo__international__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,average_precision,0.816398318852533,0.816398318852533,0.0
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,loo__international,full,uci697__all__dropout_vs_graduate__enrollment__loo__international__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,auroc,0.8508293593892811,0.8508293593892811,0.0
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,loo__international,full,uci697__all__dropout_vs_graduate__enrollment__loo__international__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,brier,0.14792173414384444,0.14792173414384444,0.0
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,loo__marital_status,full,uci697__all__dropout_vs_graduate__enrollment__loo__marital_status__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,average_precision,0.8136790674387901,0.816398318852533,-0.0027192514137428514
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,loo__marital_status,full,uci697__all__dropout_vs_graduate__enrollment__loo__marital_status__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,auroc,0.8486515881387289,0.8508293593892811,-0.002177771250552185
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,loo__marital_status,full,uci697__all__dropout_vs_graduate__enrollment__loo__marital_status__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,brier,0.14924045312667522,0.14792173414384444,0.0013187189828307855
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,loo__nacionality,full,uci697__all__dropout_vs_graduate__enrollment__loo__nacionality__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,average_precision,0.816398318852533,0.816398318852533,0.0
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,loo__nacionality,full,uci697__all__dropout_vs_graduate__enrollment__loo__nacionality__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,auroc,0.8508293593892811,0.8508293593892811,0.0
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,loo__nacionality,full,uci697__all__dropout_vs_graduate__enrollment__loo__nacionality__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,brier,0.14792173414384444,0.14792173414384444,0.0
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,no_direct_personal,full,uci697__all__dropout_vs_graduate__enrollment__no_direct_personal__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,average_precision,0.8073412632387762,0.816398318852533,-0.009057055613756804
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,no_direct_personal,full,uci697__all__dropout_vs_graduate__enrollment__no_direct_personal__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,auroc,0.8400378274661046,0.8508293593892811,-0.0107915319231765
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,no_direct_personal,full,uci697__all__dropout_vs_graduate__enrollment__no_direct_personal__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,brier,0.15171185694989786,0.14792173414384444,0.0037901228060534253
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,no_family_financial,full,uci697__all__dropout_vs_graduate__enrollment__no_family_financial__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,average_precision,0.6874957529988387,0.816398318852533,-0.1289025658536943
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,no_family_financial,full,uci697__all__dropout_vs_graduate__enrollment__no_family_financial__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,auroc,0.7761591391368368,0.8508293593892811,-0.0746702202524443
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,no_family_financial,full,uci697__all__dropout_vs_graduate__enrollment__no_family_financial__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,brier,0.18492014777698845,0.14792173414384444,0.03699841363314402
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,targeted_gender_special_needs,full,uci697__all__dropout_vs_graduate__enrollment__targeted_gender_special_needs__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,average_precision,0.8126974433121115,0.816398318852533,-0.003700875540421533
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,targeted_gender_special_needs,full,uci697__all__dropout_vs_graduate__enrollment__targeted_gender_special_needs__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,auroc,0.8449344677537896,0.8508293593892811,-0.005894891635491506
uci697,all,dropout_vs_graduate,enrollment,histgb,c13_selected,targeted_gender_special_needs,full,uci697__all__dropout_vs_graduate__enrollment__targeted_gender_special_needs__histgb,uci697__all__dropout_vs_graduate__enrollment__full__histgb,brier,0.14973244543641714,0.14792173414384444,0.0018107112925727087
uci697,all,dropout_vs_graduate,enrollment,logistic,c13_selected,legacy_operational,full,uci697__all__dropout_vs_graduate__enrollment__legacy_operational__logistic,uci697__all__dropout_vs_graduate__enrollment__full__logistic,average_precision,0.6264976842218054,0.8183878804333855,-0.1918901962115801
uci697,all,dropout_vs_graduate,enrollment,logistic,c13_selected,legacy_operational,full,uci697__all__dropout_vs_graduate__enrollment__legacy_operational__logistic,uci697__all__dropout_vs_graduate__enrollment__full__logistic,auroc,0.724449337031764,0.8513170960458925,-0.1268677590141285
uci697,all,dropout_vs_graduate,enrollment,logistic,c13_selected,legacy_operational,full,uci697__all__dropout_vs_graduate__enrollment__legacy_operational__logistic,uci697__all__dropout_vs_graduate__enrollment__full__logistic,brier,0.20317012638295665,0.14714972814621835,0.056020398236738295
uci697,all,dropout_vs_graduate,enrollment,logistic,c13_selected,no_direct_personal,full,uci697__all__dropout_vs_graduate__enrollment__no_direct_personal__logistic,uci697__all__dropout_vs_graduate__enrollment__full__logistic,average_precision,0.8127572209097698,0.8183878804333855,-0.005630659523615744
uci697,all,dropout_vs_graduate,enrollment,logistic,c13_selected,no_direct_personal,full,uci697__all__dropout_vs_graduate__enrollment__no_direct_personal__logistic,uci697__all__dropout_vs_graduate__enrollment__full__logistic,auroc,0.8458653407195755,0.8513170960458925,-0.0054517553263169205
uci697,all,dropout_vs_graduate,enrollment,logistic,c13_selected,no_direct_personal,full,uci697__all__dropout_vs_graduate__enrollment__no_direct_personal__logistic,uci697__all__dropout_vs_graduate__enrollment__full__logistic,brier,0.1493940681705156,0.14714972814621835,0.0022443400242972422
uci697,all,dropout_vs_graduate,enrollment,logistic,c13_selected,no_family_financial,full,uci697__all__dropout_vs_graduate__enrollment__no_family_financial__logistic,uci697__all__dropout_vs_graduate__enrollment__full__logistic,average_precision,0.6759017239680783,0.8183878804333855,-0.14248615646530716
uci697,all,dropout_vs_graduate,enrollment,logistic,c13_selected,no_family_financial,full,uci697__all__dropout_vs_graduate__enrollment__no_family_financial__logistic,uci697__all__dropout_vs_graduate__enrollment__full__logistic,auroc,0.7685122502818582,0.8513170960458925,-0.08280484576403424
uci697,all,dropout_vs_graduate,enrollment,logistic,c13_selected,no_family_financial,full,uci697__all__dropout_vs_graduate__enrollment__no_family_financial__logistic,uci697__all__dropout_vs_graduate__enrollment__full__logistic,brier,0.18815677783561588,0.14714972814621835,0.04100704968939753
uci697,all,dropout_vs_graduate,enrollment,logistic,c13_selected,targeted_gender_special_needs,full,uci697__all__dropout_vs_graduate__enrollment__targeted_gender_special_needs__logistic,uci697__all__dropout_vs_graduate__enrollment__full__logistic,average_precision,0.8133689726009092,0.8183878804333855,-0.0050189078324762715
uci697,all,dropout_vs_graduate,enrollment,logistic,c13_selected,targeted_gender_special_needs,full,uci697__all__dropout_vs_graduate__enrollment__targeted_gender_special_needs__logistic,uci697__all__dropout_vs_graduate__enrollment__full__logistic,auroc,0.8464910198793306,0.8513170960458925,-0.004826076166561832
uci697,all,dropout_vs_graduate,enrollment,logistic,c13_selected,targeted_gender_special_needs,full,uci697__all__dropout_vs_graduate__enrollment__targeted_gender_special_needs__logistic,uci697__all__dropout_vs_graduate__enrollment__full__logistic,brier,0.14933056497110614,0.14714972814621835,0.0021808368248877885
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,legacy_operational,full,uci697__all__dropout_vs_graduate__semester1__legacy_operational__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,average_precision,0.9015509658134719,0.9308581323594359,-0.029307166545963992
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,legacy_operational,full,uci697__all__dropout_vs_graduate__semester1__legacy_operational__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,auroc,0.9150001799942594,0.9355276491889586,-0.020527469194699166
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,legacy_operational,full,uci697__all__dropout_vs_graduate__semester1__legacy_operational__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,brier,0.09941013545327419,0.0827051171996551,0.016705018253619086
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,loo__age_at_enrollment,full,uci697__all__dropout_vs_graduate__semester1__loo__age_at_enrollment__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,average_precision,0.9302836941985358,0.9308581323594359,-0.0005744381609000815
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,loo__age_at_enrollment,full,uci697__all__dropout_vs_graduate__semester1__loo__age_at_enrollment__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,auroc,0.935580532458062,0.9355276491889586,5.28832691034653e-05
uci697,all,dropout_vs_graduate,semester1,histgb,c13_selected,loo__age_at_enrollment,full,uci697__all__dropout_vs_graduate__semester1__loo__age_at_enrollment__histgb,uci697__all__dropout_vs_graduate__semester1__full__histgb,brier,0.0829118938206779,0.0827051171996551,0.00020677662102279448
