dataset,subject,outcome,stage,policy,model,grid,analysis_group,config_id,source_prediction_sha256,budget_fraction,alerts,true_alerts,false_alerts,precision,recall,lift,exploratory
oulad,all,future_fail_or_withdrawn,day42,strict_original,histgb,expanded,strict,day42__strict_original__expanded,a705a18c6ec3c266ed5b5d23ba8adf3c35290549548ccb845cc91a5658fea140,0.1,908,669,239,0.736784140969163,0.18666294642857142,1.858406426998112,
oulad,all,future_fail_or_withdrawn,day42,strict_original,histgb,expanded,strict,day42__strict_original__expanded,a705a18c6ec3c266ed5b5d23ba8adf3c35290549548ccb845cc91a5658fea140,0.2,1811,1164,647,0.6427388183324131,0.3247767857142857,1.621193894454524,
oulad,all,future_fail_or_withdrawn,day42,strict_original,histgb,expanded,strict,day42__strict_original__expanded,a705a18c6ec3c266ed5b5d23ba8adf3c35290549548ccb845cc91a5658fea140,0.3,2716,1579,1137,0.5813696612665685,0.44056919642857145,1.4664011545339786,
oulad,all,future_fail_or_withdrawn,day42,strict_original,histgb,standard,strict,day42__strict_original__standard,ee474465168612d97695378577a984f4754921e25dd80c1be2bb30ca4de30c39,0.05,456,358,98,0.7850877192982456,0.09988839285714286,1.9802435776942355,
oulad,all,future_fail_or_withdrawn,day42,strict_original,histgb,standard,strict,day42__strict_original__standard,ee474465168612d97695378577a984f4754921e25dd80c1be2bb30ca4de30c39,0.1,908,669,239,0.736784140969163,0.18666294642857142,1.858406426998112,
oulad,all,future_fail_or_withdrawn,day42,strict_original,histgb,standard,strict,day42__strict_original__standard,ee474465168612d97695378577a984f4754921e25dd80c1be2bb30ca4de30c39,0.2,1811,1164,647,0.6427388183324131,0.3247767857142857,1.621193894454524,
oulad,all,future_fail_or_withdrawn,day42,strict_original,histgb,standard,strict,day42__strict_original__standard,ee474465168612d97695378577a984f4754921e25dd80c1be2bb30ca4de30c39,0.3,2716,1579,1137,0.5813696612665685,0.44056919642857145,1.4664011545339786,
oulad,all,future_fail_or_withdrawn,day42,strict_typed_alternative,histgb,expanded,strict,day42__strict_typed_alternative__expanded,afec5594c81992ee1da272bb4ba0a2c17aa78a536002fbd831949f8a6a4c784c,0.05,456,374,82,0.8201754385964912,0.10435267857142858,2.0687460839599,
oulad,all,future_fail_or_withdrawn,day42,strict_typed_alternative,histgb,expanded,strict,day42__strict_typed_alternative__expanded,afec5594c81992ee1da272bb4ba0a2c17aa78a536002fbd831949f8a6a4c784c,0.1,908,670,238,0.737885462555066,0.18694196428571427,1.8611843140339837,
oulad,all,future_fail_or_withdrawn,day42,strict_typed_alternative,histgb,expanded,strict,day42__strict_typed_alternative__expanded,afec5594c81992ee1da272bb4ba0a2c17aa78a536002fbd831949f8a6a4c784c,0.2,1811,1184,627,0.6537824406405301,0.33035714285714285,1.6490494596513372,
oulad,all,future_fail_or_withdrawn,day42,strict_typed_alternative,histgb,expanded,strict,day42__strict_typed_alternative__expanded,afec5594c81992ee1da272bb4ba0a2c17aa78a536002fbd831949f8a6a4c784c,0.3,2716,1600,1116,0.5891016200294551,0.44642857142857145,1.485903639806438,
oulad,all,future_fail_or_withdrawn,day42,strict_typed_alternative,histgb,standard,strict,day42__strict_typed_alternative__standard,39f0cdb48c4f7a2bba2d83542fb1ac59a05f66f7945c3a71deda2631b30513fa,0.05,456,374,82,0.8201754385964912,0.10435267857142858,2.0687460839599,
oulad,all,future_fail_or_withdrawn,day42,strict_typed_alternative,histgb,standard,strict,day42__strict_typed_alternative__standard,39f0cdb48c4f7a2bba2d83542fb1ac59a05f66f7945c3a71deda2631b30513fa,0.1,908,670,238,0.737885462555066,0.18694196428571427,1.8611843140339837,
oulad,all,future_fail_or_withdrawn,day42,strict_typed_alternative,histgb,standard,strict,day42__strict_typed_alternative__standard,39f0cdb48c4f7a2bba2d83542fb1ac59a05f66f7945c3a71deda2631b30513fa,0.2,1811,1184,627,0.6537824406405301,0.33035714285714285,1.6490494596513372,
oulad,all,future_fail_or_withdrawn,day42,strict_typed_alternative,histgb,standard,strict,day42__strict_typed_alternative__standard,39f0cdb48c4f7a2bba2d83542fb1ac59a05f66f7945c3a71deda2631b30513fa,0.3,2716,1600,1116,0.5891016200294551,0.44642857142857145,1.485903639806438,
oulad,all,future_fail_or_withdrawn,day56,full,histgb,standard,main,day56__full__standard,f52dc31c8bed8da27982c6dd0a95518340b1fe1e212605e805f3f6974d779289,0.05,446,424,22,0.9506726457399103,0.1239766081871345,2.4675792620564865,
oulad,all,future_fail_or_withdrawn,day56,full,histgb,standard,main,day56__full__standard,f52dc31c8bed8da27982c6dd0a95518340b1fe1e212605e805f3f6974d779289,0.1,890,801,89,0.9,0.23421052631578948,2.3360526315789474,
oulad,all,future_fail_or_withdrawn,day56,full,histgb,standard,main,day56__full__standard,f52dc31c8bed8da27982c6dd0a95518340b1fe1e212605e805f3f6974d779289,0.2,1778,1404,374,0.7896512935883014,0.4105263157894737,2.0496299804629685,
oulad,all,future_fail_or_withdrawn,day56,full,histgb,standard,main,day56__full__standard,f52dc31c8bed8da27982c6dd0a95518340b1fe1e212605e805f3f6974d779289,0.3,2666,1822,844,0.6834208552138035,0.5327485380116959,1.7738967636646006,
oulad,all,future_fail_or_withdrawn,day56,minimized,histgb,standard,main,day56__minimized__standard,2cd6e084a9873d0d9d22a93a5a51a642742e54839fbcac0b22d211c33451c674,0.05,446,423,23,0.9484304932735426,0.12368421052631579,2.461759499645976,
oulad,all,future_fail_or_withdrawn,day56,minimized,histgb,standard,main,day56__minimized__standard,2cd6e084a9873d0d9d22a93a5a51a642742e54839fbcac0b22d211c33451c674,0.1,890,804,86,0.903370786516854,0.23508771929824562,2.344801892371378,
oulad,all,future_fail_or_withdrawn,day56,minimized,histgb,standard,main,day56__minimized__standard,2cd6e084a9873d0d9d22a93a5a51a642742e54839fbcac0b22d211c33451c674,0.2,1778,1387,391,0.7800899887514061,0.40555555555555556,2.024812523434571,
oulad,all,future_fail_or_withdrawn,day56,minimized,histgb,standard,main,day56__minimized__standard,2cd6e084a9873d0d9d22a93a5a51a642742e54839fbcac0b22d211c33451c674,0.3,2666,1769,897,0.6635408852213053,0.5172514619883041,1.7222960345349496,
oulad,all,future_fail_or_withdrawn,day56,partial_gender_disability,histgb,standard,main,day56__partial_gender_disability__standard,8ed40bd6864f7037c6961e573ae032d142b0d6cb4a3c350c1c16d49c28e1e9b2,0.05,446,423,23,0.9484304932735426,0.12368421052631579,2.461759499645976,
oulad,all,future_fail_or_withdrawn,day56,partial_gender_disability,histgb,standard,main,day56__partial_gender_disability__standard,8ed40bd6864f7037c6961e573ae032d142b0d6cb4a3c350c1c16d49c28e1e9b2,0.1,890,803,87,0.902247191011236,0.2347953216374269,2.3418854721072346,
oulad,all,future_fail_or_withdrawn,day56,partial_gender_disability,histgb,standard,main,day56__partial_gender_disability__standard,8ed40bd6864f7037c6961e573ae032d142b0d6cb4a3c350c1c16d49c28e1e9b2,0.2,1778,1398,380,0.7862767154105736,0.4087719298245614,2.0408708779823574,
oulad,all,future_fail_or_withdrawn,day56,partial_gender_disability,histgb,standard,main,day56__partial_gender_disability__standard,8ed40bd6864f7037c6961e573ae032d142b0d6cb4a3c350c1c16d49c28e1e9b2,0.3,2666,1814,852,0.6804201050262566,0.5304093567251462,1.7661079743620118,
oulad,all,future_fail_or_withdrawn,day70,full,histgb,standard,main,day70__full__standard,ab7483b0b2298ae14ae4d5981703c00df2b4b2ebf16bb4ff1065fcf21b36e47f,0.05,438,425,13,0.9703196347031964,0.13129440840284215,2.606104079119428,
oulad,all,future_fail_or_withdrawn,day70,full,histgb,standard,main,day70__full__standard,ab7483b0b2298ae14ae4d5981703c00df2b4b2ebf16bb4ff1065fcf21b36e47f,0.1,873,815,58,0.9335624284077892,0.2517763361136855,2.507380831812579,
oulad,all,future_fail_or_withdrawn,day70,full,histgb,standard,main,day70__full__standard,ab7483b0b2298ae14ae4d5981703c00df2b4b2ebf16bb4ff1065fcf21b36e47f,0.2,1743,1391,352,0.7980493402180149,0.42971887550200805,2.1434170416606184,
oulad,all,future_fail_or_withdrawn,day70,full,histgb,standard,main,day70__full__standard,ab7483b0b2298ae14ae4d5981703c00df2b4b2ebf16bb4ff1065fcf21b36e47f,0.3,2611,1790,821,0.6855610877058598,0.552981155390794,1.8412938203629114,
oulad,all,future_fail_or_withdrawn,day70,minimized,histgb,standard,main,day70__minimized__standard,929a835b95fed2655e1150c9f34f64cfedbc71fcdba0a9f8b645e135bcdb3d1f,0.05,438,428,10,0.9771689497716894,0.13222119246215633,2.624500107913212,
oulad,all,future_fail_or_withdrawn,day70,minimized,histgb,standard,main,day70__minimized__standard,929a835b95fed2655e1150c9f34f64cfedbc71fcdba0a9f8b645e135bcdb3d1f,0.1,873,811,62,0.9289805269186713,0.2505406240345999,2.495074668220861,
oulad,all,future_fail_or_withdrawn,day70,minimized,histgb,standard,main,day70__minimized__standard,929a835b95fed2655e1150c9f34f64cfedbc71fcdba0a9f8b645e135bcdb3d1f,0.2,1743,1379,364,0.7911646586345381,0.42601173926475133,2.1249260247663497,
oulad,all,future_fail_or_withdrawn,day70,minimized,histgb,standard,main,day70__minimized__standard,929a835b95fed2655e1150c9f34f64cfedbc71fcdba0a9f8b645e135bcdb3d1f,0.3,2611,1750,861,0.6702412868632708,0.5406240345999382,1.8001475897402768,
oulad,all,future_fail_or_withdrawn,day70,partial_gender_disability,histgb,standard,main,day70__partial_gender_disability__standard,673d7f4778c9bfedbb5de4288c4a57311a48344705452cd8d62edea8be9c5f60,0.05,438,426,12,0.9726027397260274,0.13160333642261354,2.6122360887173564,
oulad,all,future_fail_or_withdrawn,day70,partial_gender_disability,histgb,standard,main,day70__partial_gender_disability__standard,673d7f4778c9bfedbb5de4288c4a57311a48344705452cd8d62edea8be9c5f60,0.1,873,813,60,0.9312714776632303,0.2511584800741427,2.5012277500167204,
oulad,all,future_fail_or_withdrawn,day70,partial_gender_disability,histgb,standard,main,day70__partial_gender_disability__standard,673d7f4778c9bfedbb5de4288c4a57311a48344705452cd8d62edea8be9c5f60,0.2,1743,1390,353,0.7974756167527252,0.42940994748223665,2.141876123586096,
oulad,all,future_fail_or_withdrawn,day70,partial_gender_disability,histgb,standard,main,day70__partial_gender_disability__standard,673d7f4778c9bfedbb5de4288c4a57311a48344705452cd8d62edea8be9c5f60,0.3,2611,1779,832,0.6813481424741479,0.5495829471733086,1.8299786069416872,
oulad,all,future_fail_or_withdrawn,day90,full,histgb,standard,main,day90__full__standard,efa8d52e02e4bfa1186ea2b545a7087d2816e0d3104fc219294e113aa63e2889,0.05,429,425,4,0.9906759906759907,0.13821138211382114,2.7487634316902607,
oulad,all,future_fail_or_withdrawn,day90,full,histgb,standard,main,day90__full__standard,efa8d52e02e4bfa1186ea2b545a7087d2816e0d3104fc219294e113aa63e2889,0.1,855,801,54,0.9368421052631579,0.2604878048780488,2.5993940949935816,
oulad,all,future_fail_or_withdrawn,day90,full,histgb,standard,main,day90__full__standard,efa8d52e02e4bfa1186ea2b545a7087d2816e0d3104fc219294e113aa63e2889,0.2,1708,1343,365,0.7862997658079626,0.4367479674796748,2.181694179471069,
oulad,all,future_fail_or_withdrawn,day90,full,histgb,standard,main,day90__full__standard,efa8d52e02e4bfa1186ea2b545a7087d2816e0d3104fc219294e113aa63e2889,0.3,2562,1719,843,0.6709601873536299,0.5590243902439025,1.8616690466670474,
oulad,all,future_fail_or_withdrawn,day90,minimized,histgb,standard,main,day90__minimized__standard,191e88e56eacf2d9664f39c251a82fbe88899019f9a4948e4da88e70c6d3b939,0.05,429,424,5,0.9883449883449883,0.1378861788617886,2.74229575302746,
oulad,all,future_fail_or_withdrawn,day90,minimized,histgb,standard,main,day90__minimized__standard,191e88e56eacf2d9664f39c251a82fbe88899019f9a4948e4da88e70c6d3b939,0.1,855,809,46,0.9461988304093567,0.2630894308943089,2.6253555840821563,
oulad,all,future_fail_or_withdrawn,day90,minimized,histgb,standard,main,day90__minimized__standard,191e88e56eacf2d9664f39c251a82fbe88899019f9a4948e4da88e70c6d3b939,0.2,1708,1329,379,0.7781030444964872,0.4321951219512195,2.1589512766322043,
oulad,all,future_fail_or_withdrawn,day90,minimized,histgb,standard,main,day90__minimized__standard,191e88e56eacf2d9664f39c251a82fbe88899019f9a4948e4da88e70c6d3b939,0.3,2562,1708,854,0.6666666666666666,0.5554471544715447,1.8497560975609755,
oulad,all,future_fail_or_withdrawn,day90,partial_gender_disability,histgb,standard,main,day90__partial_gender_disability__standard,9e8dacd752a8c2d1fc878a2e24c998f36bd8f2840a525e7c54c711bcafd81dc6,0.05,429,424,5,0.9883449883449883,0.1378861788617886,2.74229575302746,
oulad,all,future_fail_or_withdrawn,day90,partial_gender_disability,histgb,standard,main,day90__partial_gender_disability__standard,9e8dacd752a8c2d1fc878a2e24c998f36bd8f2840a525e7c54c711bcafd81dc6,0.1,855,804,51,0.9403508771929825,0.26146341463414635,2.609129653401797,
oulad,all,future_fail_or_withdrawn,day90,partial_gender_disability,histgb,standard,main,day90__partial_gender_disability__standard,9e8dacd752a8c2d1fc878a2e24c998f36bd8f2840a525e7c54c711bcafd81dc6,0.2,1708,1345,363,0.7874707259953162,0.4373983739837398,2.1849431655909064,
oulad,all,future_fail_or_withdrawn,day90,partial_gender_disability,histgb,standard,main,day90__partial_gender_disability__standard,9e8dacd752a8c2d1fc878a2e24c998f36bd8f2840a525e7c54c711bcafd81dc6,0.3,2562,1723,839,0.6725214676034348,0.5603252032520325,1.8660010281601642,
uci320,mathematics,fail_g3_lt_10,baseline,full,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__full__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,21,12,9,0.5714285714285714,0.09230769230769231,1.7362637362637363,False
uci320,mathematics,fail_g3_lt_10,baseline,full,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__full__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,40,23,17,0.575,0.17692307692307693,1.7471153846153846,False
uci320,mathematics,fail_g3_lt_10,baseline,full,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__full__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,80,38,42,0.475,0.2923076923076923,1.4432692307692307,False
uci320,mathematics,fail_g3_lt_10,baseline,full,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__full__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,119,51,68,0.42857142857142855,0.3923076923076923,1.3021978021978022,False
uci320,mathematics,fail_g3_lt_10,baseline,full,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__full__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,21,13,8,0.6190476190476191,0.1,1.8809523809523812,False
uci320,mathematics,fail_g3_lt_10,baseline,full,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__full__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,40,23,17,0.575,0.17692307692307693,1.7471153846153846,False
uci320,mathematics,fail_g3_lt_10,baseline,full,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__full__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,80,38,42,0.475,0.2923076923076923,1.4432692307692307,False
uci320,mathematics,fail_g3_lt_10,baseline,full,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__full__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,119,52,67,0.4369747899159664,0.4,1.327731092436975,False
uci320,mathematics,fail_g3_lt_10,baseline,no_demographic_family,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__no_demographic_family__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,21,8,13,0.38095238095238093,0.06153846153846154,1.1575091575091576,False
uci320,mathematics,fail_g3_lt_10,baseline,no_demographic_family,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__no_demographic_family__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,40,20,20,0.5,0.15384615384615385,1.5192307692307694,False
uci320,mathematics,fail_g3_lt_10,baseline,no_demographic_family,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__no_demographic_family__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,80,37,43,0.4625,0.2846153846153846,1.4052884615384618,False
uci320,mathematics,fail_g3_lt_10,baseline,no_demographic_family,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__no_demographic_family__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,119,63,56,0.5294117647058824,0.4846153846153846,1.6085972850678734,False
uci320,mathematics,fail_g3_lt_10,baseline,no_demographic_family,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__no_demographic_family__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,21,13,8,0.6190476190476191,0.1,1.8809523809523812,False
uci320,mathematics,fail_g3_lt_10,baseline,no_demographic_family,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__no_demographic_family__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,40,21,19,0.525,0.16153846153846155,1.5951923076923078,False
uci320,mathematics,fail_g3_lt_10,baseline,no_demographic_family,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__no_demographic_family__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,80,45,35,0.5625,0.34615384615384615,1.7091346153846154,False
uci320,mathematics,fail_g3_lt_10,baseline,no_demographic_family,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__no_demographic_family__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,119,62,57,0.5210084033613446,0.47692307692307695,1.5830639948287009,False
uci320,mathematics,fail_g3_lt_10,baseline,no_sensitive_wellbeing,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__no_sensitive_wellbeing__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,21,12,9,0.5714285714285714,0.09230769230769231,1.7362637362637363,False
uci320,mathematics,fail_g3_lt_10,baseline,no_sensitive_wellbeing,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__no_sensitive_wellbeing__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,40,23,17,0.575,0.17692307692307693,1.7471153846153846,False
uci320,mathematics,fail_g3_lt_10,baseline,no_sensitive_wellbeing,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__no_sensitive_wellbeing__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,80,41,39,0.5125,0.3153846153846154,1.5572115384615384,False
uci320,mathematics,fail_g3_lt_10,baseline,no_sensitive_wellbeing,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__no_sensitive_wellbeing__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,119,53,66,0.44537815126050423,0.4076923076923077,1.3532643826761475,False
uci320,mathematics,fail_g3_lt_10,baseline,no_sensitive_wellbeing,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__no_sensitive_wellbeing__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,21,13,8,0.6190476190476191,0.1,1.8809523809523812,False
uci320,mathematics,fail_g3_lt_10,baseline,no_sensitive_wellbeing,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__no_sensitive_wellbeing__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,40,24,16,0.6,0.18461538461538463,1.823076923076923,False
uci320,mathematics,fail_g3_lt_10,baseline,no_sensitive_wellbeing,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__no_sensitive_wellbeing__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,80,40,40,0.5,0.3076923076923077,1.5192307692307694,False
uci320,mathematics,fail_g3_lt_10,baseline,no_sensitive_wellbeing,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__no_sensitive_wellbeing__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,119,58,61,0.48739495798319327,0.4461538461538462,1.4809308338720104,False
uci320,mathematics,fail_g3_lt_10,baseline,school_observable_only,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__school_observable_only__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,21,11,10,0.5238095238095238,0.08461538461538462,1.5915750915750917,False
uci320,mathematics,fail_g3_lt_10,baseline,school_observable_only,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__school_observable_only__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,40,23,17,0.575,0.17692307692307693,1.7471153846153846,False
uci320,mathematics,fail_g3_lt_10,baseline,school_observable_only,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__school_observable_only__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,80,43,37,0.5375,0.33076923076923076,1.633173076923077,False
uci320,mathematics,fail_g3_lt_10,baseline,school_observable_only,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__school_observable_only__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,119,63,56,0.5294117647058824,0.4846153846153846,1.6085972850678734,False
uci320,mathematics,fail_g3_lt_10,baseline,school_observable_only,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__school_observable_only__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,21,14,7,0.6666666666666666,0.1076923076923077,2.0256410256410255,False
uci320,mathematics,fail_g3_lt_10,baseline,school_observable_only,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__school_observable_only__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,40,23,17,0.575,0.17692307692307693,1.7471153846153846,False
uci320,mathematics,fail_g3_lt_10,baseline,school_observable_only,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__school_observable_only__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,80,42,38,0.525,0.3230769230769231,1.5951923076923078,False
uci320,mathematics,fail_g3_lt_10,baseline,school_observable_only,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__school_observable_only__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,119,60,59,0.5042016806722689,0.46153846153846156,1.5319974143503556,False
uci320,mathematics,fail_g3_lt_10,baseline,targeted_no_sex,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__targeted_no_sex__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,21,11,10,0.5238095238095238,0.08461538461538462,1.5915750915750917,False
uci320,mathematics,fail_g3_lt_10,baseline,targeted_no_sex,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__targeted_no_sex__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,40,21,19,0.525,0.16153846153846155,1.5951923076923078,False
uci320,mathematics,fail_g3_lt_10,baseline,targeted_no_sex,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__targeted_no_sex__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,80,35,45,0.4375,0.2692307692307692,1.3293269230769231,False
uci320,mathematics,fail_g3_lt_10,baseline,targeted_no_sex,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__targeted_no_sex__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,119,50,69,0.42016806722689076,0.38461538461538464,1.2766645119586297,False
uci320,mathematics,fail_g3_lt_10,baseline,targeted_no_sex,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__targeted_no_sex__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,21,14,7,0.6666666666666666,0.1076923076923077,2.0256410256410255,False
uci320,mathematics,fail_g3_lt_10,baseline,targeted_no_sex,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__targeted_no_sex__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,40,22,18,0.55,0.16923076923076924,1.6711538461538464,False
uci320,mathematics,fail_g3_lt_10,baseline,targeted_no_sex,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__targeted_no_sex__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,80,36,44,0.45,0.27692307692307694,1.3673076923076923,False
uci320,mathematics,fail_g3_lt_10,baseline,targeted_no_sex,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__baseline__targeted_no_sex__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,119,53,66,0.44537815126050423,0.4076923076923077,1.3532643826761475,False
uci320,mathematics,fail_g3_lt_10,period1,full,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__full__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,21,21,0,1.0,0.16153846153846155,3.0384615384615388,False
uci320,mathematics,fail_g3_lt_10,period1,full,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__full__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,40,37,3,0.925,0.2846153846153846,2.8105769230769235,False
uci320,mathematics,fail_g3_lt_10,period1,full,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__full__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,80,67,13,0.8375,0.5153846153846153,2.544711538461539,False
uci320,mathematics,fail_g3_lt_10,period1,full,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__full__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,119,86,33,0.7226890756302521,0.6615384615384615,2.195862960568843,False
uci320,mathematics,fail_g3_lt_10,period1,full,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__full__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,21,21,0,1.0,0.16153846153846155,3.0384615384615388,False
uci320,mathematics,fail_g3_lt_10,period1,full,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__full__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,40,37,3,0.925,0.2846153846153846,2.8105769230769235,False
