dataset,subject,outcome,stage,policy,model,grid,analysis_group,config_id,source_prediction_sha256,budget_fraction,alerts,true_alerts,false_alerts,precision,recall,lift,exploratory
uci320,mathematics,fail_g3_lt_10,period1,full,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__full__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,80,67,13,0.8375,0.5153846153846153,2.544711538461539,False
uci320,mathematics,fail_g3_lt_10,period1,full,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__full__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,119,88,31,0.7394957983193278,0.676923076923077,2.2469295410471886,False
uci320,mathematics,fail_g3_lt_10,period1,no_demographic_family,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__no_demographic_family__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,21,20,1,0.9523809523809523,0.15384615384615385,2.8937728937728937,False
uci320,mathematics,fail_g3_lt_10,period1,no_demographic_family,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__no_demographic_family__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,40,36,4,0.9,0.27692307692307694,2.7346153846153847,False
uci320,mathematics,fail_g3_lt_10,period1,no_demographic_family,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__no_demographic_family__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,80,65,15,0.8125,0.5,2.46875,False
uci320,mathematics,fail_g3_lt_10,period1,no_demographic_family,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__no_demographic_family__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,119,89,30,0.7478991596638656,0.6846153846153846,2.272462831286361,False
uci320,mathematics,fail_g3_lt_10,period1,no_demographic_family,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__no_demographic_family__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,21,20,1,0.9523809523809523,0.15384615384615385,2.8937728937728937,False
uci320,mathematics,fail_g3_lt_10,period1,no_demographic_family,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__no_demographic_family__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,40,37,3,0.925,0.2846153846153846,2.8105769230769235,False
uci320,mathematics,fail_g3_lt_10,period1,no_demographic_family,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__no_demographic_family__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,80,67,13,0.8375,0.5153846153846153,2.544711538461539,False
uci320,mathematics,fail_g3_lt_10,period1,no_demographic_family,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__no_demographic_family__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,119,91,28,0.7647058823529411,0.7,2.323529411764706,False
uci320,mathematics,fail_g3_lt_10,period1,no_sensitive_wellbeing,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__no_sensitive_wellbeing__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,21,20,1,0.9523809523809523,0.15384615384615385,2.8937728937728937,False
uci320,mathematics,fail_g3_lt_10,period1,no_sensitive_wellbeing,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__no_sensitive_wellbeing__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,40,39,1,0.975,0.3,2.9625000000000004,False
uci320,mathematics,fail_g3_lt_10,period1,no_sensitive_wellbeing,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__no_sensitive_wellbeing__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,80,65,15,0.8125,0.5,2.46875,False
uci320,mathematics,fail_g3_lt_10,period1,no_sensitive_wellbeing,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__no_sensitive_wellbeing__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,119,92,27,0.773109243697479,0.7076923076923077,2.3490627020038786,False
uci320,mathematics,fail_g3_lt_10,period1,no_sensitive_wellbeing,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__no_sensitive_wellbeing__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,21,19,2,0.9047619047619048,0.14615384615384616,2.749084249084249,False
uci320,mathematics,fail_g3_lt_10,period1,no_sensitive_wellbeing,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__no_sensitive_wellbeing__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,40,37,3,0.925,0.2846153846153846,2.8105769230769235,False
uci320,mathematics,fail_g3_lt_10,period1,no_sensitive_wellbeing,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__no_sensitive_wellbeing__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,80,68,12,0.85,0.5230769230769231,2.582692307692308,False
uci320,mathematics,fail_g3_lt_10,period1,no_sensitive_wellbeing,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__no_sensitive_wellbeing__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,119,89,30,0.7478991596638656,0.6846153846153846,2.272462831286361,False
uci320,mathematics,fail_g3_lt_10,period1,school_observable_only,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__school_observable_only__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,21,18,3,0.8571428571428571,0.13846153846153847,2.6043956043956045,False
uci320,mathematics,fail_g3_lt_10,period1,school_observable_only,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__school_observable_only__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,40,35,5,0.875,0.2692307692307692,2.6586538461538463,False
uci320,mathematics,fail_g3_lt_10,period1,school_observable_only,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__school_observable_only__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,80,70,10,0.875,0.5384615384615384,2.6586538461538463,False
uci320,mathematics,fail_g3_lt_10,period1,school_observable_only,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__school_observable_only__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,119,93,26,0.7815126050420168,0.7153846153846154,2.374595992243051,False
uci320,mathematics,fail_g3_lt_10,period1,school_observable_only,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__school_observable_only__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,21,19,2,0.9047619047619048,0.14615384615384616,2.749084249084249,False
uci320,mathematics,fail_g3_lt_10,period1,school_observable_only,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__school_observable_only__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,40,35,5,0.875,0.2692307692307692,2.6586538461538463,False
uci320,mathematics,fail_g3_lt_10,period1,school_observable_only,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__school_observable_only__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,80,66,14,0.825,0.5076923076923077,2.5067307692307694,False
uci320,mathematics,fail_g3_lt_10,period1,school_observable_only,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__school_observable_only__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,119,92,27,0.773109243697479,0.7076923076923077,2.3490627020038786,False
uci320,mathematics,fail_g3_lt_10,period1,targeted_no_sex,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__targeted_no_sex__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,21,20,1,0.9523809523809523,0.15384615384615385,2.8937728937728937,False
uci320,mathematics,fail_g3_lt_10,period1,targeted_no_sex,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__targeted_no_sex__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,40,39,1,0.975,0.3,2.9625000000000004,False
uci320,mathematics,fail_g3_lt_10,period1,targeted_no_sex,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__targeted_no_sex__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,80,66,14,0.825,0.5076923076923077,2.5067307692307694,False
uci320,mathematics,fail_g3_lt_10,period1,targeted_no_sex,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__targeted_no_sex__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,119,87,32,0.7310924369747899,0.6692307692307692,2.2213962508080156,False
uci320,mathematics,fail_g3_lt_10,period1,targeted_no_sex,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__targeted_no_sex__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,21,20,1,0.9523809523809523,0.15384615384615385,2.8937728937728937,False
uci320,mathematics,fail_g3_lt_10,period1,targeted_no_sex,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__targeted_no_sex__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,40,37,3,0.925,0.2846153846153846,2.8105769230769235,False
uci320,mathematics,fail_g3_lt_10,period1,targeted_no_sex,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__targeted_no_sex__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,80,67,13,0.8375,0.5153846153846153,2.544711538461539,False
uci320,mathematics,fail_g3_lt_10,period1,targeted_no_sex,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period1__targeted_no_sex__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,119,88,31,0.7394957983193278,0.676923076923077,2.2469295410471886,False
uci320,mathematics,fail_g3_lt_10,period2,full,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__full__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,21,21,0,1.0,0.16153846153846155,3.0384615384615388,False
uci320,mathematics,fail_g3_lt_10,period2,full,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__full__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,40,39,1,0.975,0.3,2.9625000000000004,False
uci320,mathematics,fail_g3_lt_10,period2,full,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__full__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,80,77,3,0.9625,0.5923076923076923,2.924519230769231,False
uci320,mathematics,fail_g3_lt_10,period2,full,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__full__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,119,106,13,0.8907563025210085,0.8153846153846154,2.706528765352295,False
uci320,mathematics,fail_g3_lt_10,period2,full,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__full__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,21,21,0,1.0,0.16153846153846155,3.0384615384615388,False
uci320,mathematics,fail_g3_lt_10,period2,full,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__full__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,40,40,0,1.0,0.3076923076923077,3.0384615384615388,False
uci320,mathematics,fail_g3_lt_10,period2,full,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__full__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,80,77,3,0.9625,0.5923076923076923,2.924519230769231,False
uci320,mathematics,fail_g3_lt_10,period2,full,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__full__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,119,107,12,0.8991596638655462,0.823076923076923,2.7320620555914674,False
uci320,mathematics,fail_g3_lt_10,period2,no_demographic_family,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__no_demographic_family__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,21,21,0,1.0,0.16153846153846155,3.0384615384615388,False
uci320,mathematics,fail_g3_lt_10,period2,no_demographic_family,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__no_demographic_family__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,40,39,1,0.975,0.3,2.9625000000000004,False
uci320,mathematics,fail_g3_lt_10,period2,no_demographic_family,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__no_demographic_family__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,80,76,4,0.95,0.5846153846153846,2.8865384615384615,False
uci320,mathematics,fail_g3_lt_10,period2,no_demographic_family,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__no_demographic_family__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,119,106,13,0.8907563025210085,0.8153846153846154,2.706528765352295,False
uci320,mathematics,fail_g3_lt_10,period2,no_demographic_family,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__no_demographic_family__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,21,21,0,1.0,0.16153846153846155,3.0384615384615388,False
uci320,mathematics,fail_g3_lt_10,period2,no_demographic_family,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__no_demographic_family__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,40,40,0,1.0,0.3076923076923077,3.0384615384615388,False
uci320,mathematics,fail_g3_lt_10,period2,no_demographic_family,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__no_demographic_family__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,80,75,5,0.9375,0.5769230769230769,2.8485576923076925,False
uci320,mathematics,fail_g3_lt_10,period2,no_demographic_family,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__no_demographic_family__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,119,104,15,0.8739495798319328,0.8,2.65546218487395,False
uci320,mathematics,fail_g3_lt_10,period2,no_sensitive_wellbeing,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__no_sensitive_wellbeing__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,21,20,1,0.9523809523809523,0.15384615384615385,2.8937728937728937,False
uci320,mathematics,fail_g3_lt_10,period2,no_sensitive_wellbeing,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__no_sensitive_wellbeing__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,40,38,2,0.95,0.2923076923076923,2.8865384615384615,False
uci320,mathematics,fail_g3_lt_10,period2,no_sensitive_wellbeing,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__no_sensitive_wellbeing__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,80,77,3,0.9625,0.5923076923076923,2.924519230769231,False
uci320,mathematics,fail_g3_lt_10,period2,no_sensitive_wellbeing,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__no_sensitive_wellbeing__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,119,105,14,0.8823529411764706,0.8076923076923077,2.6809954751131224,False
uci320,mathematics,fail_g3_lt_10,period2,no_sensitive_wellbeing,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__no_sensitive_wellbeing__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,21,21,0,1.0,0.16153846153846155,3.0384615384615388,False
uci320,mathematics,fail_g3_lt_10,period2,no_sensitive_wellbeing,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__no_sensitive_wellbeing__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,40,40,0,1.0,0.3076923076923077,3.0384615384615388,False
uci320,mathematics,fail_g3_lt_10,period2,no_sensitive_wellbeing,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__no_sensitive_wellbeing__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,80,77,3,0.9625,0.5923076923076923,2.924519230769231,False
uci320,mathematics,fail_g3_lt_10,period2,no_sensitive_wellbeing,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__no_sensitive_wellbeing__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,119,103,16,0.865546218487395,0.7923076923076923,2.6299288946347774,False
uci320,mathematics,fail_g3_lt_10,period2,school_observable_only,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__school_observable_only__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,21,21,0,1.0,0.16153846153846155,3.0384615384615388,False
uci320,mathematics,fail_g3_lt_10,period2,school_observable_only,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__school_observable_only__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,40,39,1,0.975,0.3,2.9625000000000004,False
uci320,mathematics,fail_g3_lt_10,period2,school_observable_only,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__school_observable_only__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,80,78,2,0.975,0.6,2.9625000000000004,False
uci320,mathematics,fail_g3_lt_10,period2,school_observable_only,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__school_observable_only__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,119,104,15,0.8739495798319328,0.8,2.65546218487395,False
uci320,mathematics,fail_g3_lt_10,period2,school_observable_only,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__school_observable_only__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,21,21,0,1.0,0.16153846153846155,3.0384615384615388,False
uci320,mathematics,fail_g3_lt_10,period2,school_observable_only,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__school_observable_only__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,40,40,0,1.0,0.3076923076923077,3.0384615384615388,False
uci320,mathematics,fail_g3_lt_10,period2,school_observable_only,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__school_observable_only__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,80,76,4,0.95,0.5846153846153846,2.8865384615384615,False
uci320,mathematics,fail_g3_lt_10,period2,school_observable_only,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__school_observable_only__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,119,102,17,0.8571428571428571,0.7846153846153846,2.6043956043956045,False
uci320,mathematics,fail_g3_lt_10,period2,targeted_no_sex,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__targeted_no_sex__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,21,21,0,1.0,0.16153846153846155,3.0384615384615388,False
uci320,mathematics,fail_g3_lt_10,period2,targeted_no_sex,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__targeted_no_sex__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,40,40,0,1.0,0.3076923076923077,3.0384615384615388,False
uci320,mathematics,fail_g3_lt_10,period2,targeted_no_sex,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__targeted_no_sex__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,80,76,4,0.95,0.5846153846153846,2.8865384615384615,False
uci320,mathematics,fail_g3_lt_10,period2,targeted_no_sex,histgb,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__targeted_no_sex__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,119,106,13,0.8907563025210085,0.8153846153846154,2.706528765352295,False
uci320,mathematics,fail_g3_lt_10,period2,targeted_no_sex,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__targeted_no_sex__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,21,21,0,1.0,0.16153846153846155,3.0384615384615388,False
uci320,mathematics,fail_g3_lt_10,period2,targeted_no_sex,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__targeted_no_sex__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,40,40,0,1.0,0.3076923076923077,3.0384615384615388,False
uci320,mathematics,fail_g3_lt_10,period2,targeted_no_sex,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__targeted_no_sex__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,80,76,4,0.95,0.5846153846153846,2.8865384615384615,False
uci320,mathematics,fail_g3_lt_10,period2,targeted_no_sex,logistic,c13_selected,uci,uci320__mathematics__fail_g3_lt_10__period2__targeted_no_sex__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,119,106,13,0.8907563025210085,0.8153846153846154,2.706528765352295,False
uci320,portuguese,fail_g3_lt_10,baseline,full,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__full__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,34,12,22,0.35294117647058826,0.12,2.290588235294118,False
uci320,portuguese,fail_g3_lt_10,baseline,full,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__full__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,66,27,39,0.4090909090909091,0.27,2.6550000000000002,False
uci320,portuguese,fail_g3_lt_10,baseline,full,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__full__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,131,44,87,0.33587786259541985,0.44,2.179847328244275,False
uci320,portuguese,fail_g3_lt_10,baseline,full,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__full__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,195,55,140,0.28205128205128205,0.55,1.8305128205128207,False
uci320,portuguese,fail_g3_lt_10,baseline,full,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__full__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,34,15,19,0.4411764705882353,0.15,2.863235294117647,False
uci320,portuguese,fail_g3_lt_10,baseline,full,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__full__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,66,23,43,0.3484848484848485,0.23,2.261666666666667,False
uci320,portuguese,fail_g3_lt_10,baseline,full,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__full__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,131,35,96,0.26717557251908397,0.35,1.7339694656488551,False
uci320,portuguese,fail_g3_lt_10,baseline,full,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__full__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,195,49,146,0.2512820512820513,0.49,1.6308205128205129,False
uci320,portuguese,fail_g3_lt_10,baseline,no_demographic_family,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__no_demographic_family__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,34,17,17,0.5,0.17,3.245,False
uci320,portuguese,fail_g3_lt_10,baseline,no_demographic_family,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__no_demographic_family__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,66,27,39,0.4090909090909091,0.27,2.6550000000000002,False
uci320,portuguese,fail_g3_lt_10,baseline,no_demographic_family,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__no_demographic_family__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,131,45,86,0.3435114503816794,0.45,2.2293893129770996,False
uci320,portuguese,fail_g3_lt_10,baseline,no_demographic_family,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__no_demographic_family__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,195,59,136,0.30256410256410254,0.59,1.9636410256410257,False
uci320,portuguese,fail_g3_lt_10,baseline,no_demographic_family,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__no_demographic_family__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.05,34,17,17,0.5,0.17,3.245,False
uci320,portuguese,fail_g3_lt_10,baseline,no_demographic_family,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__no_demographic_family__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.1,66,28,38,0.42424242424242425,0.28,2.7533333333333334,False
uci320,portuguese,fail_g3_lt_10,baseline,no_demographic_family,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__no_demographic_family__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.2,131,42,89,0.32061068702290074,0.42,2.080763358778626,False
uci320,portuguese,fail_g3_lt_10,baseline,no_demographic_family,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__baseline__no_demographic_family__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,0.3,195,55,140,0.28205128205128205,0.55,1.8305128205128207,False
