dataset,subject,outcome,stage,model,grid,policy,comparator,config_id,full_config_id,budget_fraction,restricted_precision,full_precision,precision_difference,restricted_recall,full_recall,recall_difference,true_alert_difference,false_alert_difference,alert_intersection,alert_union,alert_jaccard_vs_full,retained_full_alert_fraction
uci320,mathematics,fail_g3_lt_10,baseline,histgb,c13_selected,targeted_no_sex,full,uci320__mathematics__fail_g3_lt_10__baseline__targeted_no_sex__histgb,uci320__mathematics__fail_g3_lt_10__baseline__full__histgb,0.3,0.42016806722689076,0.42857142857142855,-0.008403361344537785,0.38461538461538464,0.3923076923076923,-0.007692307692307665,-1,1,110,128,0.859375,0.9243697478991597
uci320,mathematics,fail_g3_lt_10,period1,histgb,c13_selected,no_demographic_family,full,uci320__mathematics__fail_g3_lt_10__period1__no_demographic_family__histgb,uci320__mathematics__fail_g3_lt_10__period1__full__histgb,0.05,0.9523809523809523,1.0,-0.04761904761904767,0.15384615384615385,0.16153846153846155,-0.007692307692307693,-1,1,12,30,0.4,0.5714285714285714
uci320,mathematics,fail_g3_lt_10,period1,histgb,c13_selected,no_demographic_family,full,uci320__mathematics__fail_g3_lt_10__period1__no_demographic_family__histgb,uci320__mathematics__fail_g3_lt_10__period1__full__histgb,0.1,0.9,0.925,-0.025000000000000022,0.27692307692307694,0.2846153846153846,-0.007692307692307665,-1,1,32,48,0.6666666666666666,0.8
uci320,mathematics,fail_g3_lt_10,period1,histgb,c13_selected,no_demographic_family,full,uci320__mathematics__fail_g3_lt_10__period1__no_demographic_family__histgb,uci320__mathematics__fail_g3_lt_10__period1__full__histgb,0.2,0.8125,0.8375,-0.025000000000000022,0.5,0.5153846153846153,-0.01538461538461533,-2,2,67,93,0.7204301075268817,0.8375
uci320,mathematics,fail_g3_lt_10,period1,histgb,c13_selected,no_demographic_family,full,uci320__mathematics__fail_g3_lt_10__period1__no_demographic_family__histgb,uci320__mathematics__fail_g3_lt_10__period1__full__histgb,0.3,0.7478991596638656,0.7226890756302521,0.025210084033613467,0.6846153846153846,0.6615384615384615,0.023076923076923106,3,-3,104,134,0.7761194029850746,0.8739495798319328
uci320,mathematics,fail_g3_lt_10,period1,histgb,c13_selected,no_sensitive_wellbeing,full,uci320__mathematics__fail_g3_lt_10__period1__no_sensitive_wellbeing__histgb,uci320__mathematics__fail_g3_lt_10__period1__full__histgb,0.05,0.9523809523809523,1.0,-0.04761904761904767,0.15384615384615385,0.16153846153846155,-0.007692307692307693,-1,1,14,28,0.5,0.6666666666666666
uci320,mathematics,fail_g3_lt_10,period1,histgb,c13_selected,no_sensitive_wellbeing,full,uci320__mathematics__fail_g3_lt_10__period1__no_sensitive_wellbeing__histgb,uci320__mathematics__fail_g3_lt_10__period1__full__histgb,0.1,0.975,0.925,0.04999999999999993,0.3,0.2846153846153846,0.015384615384615385,2,-2,30,50,0.6,0.75
uci320,mathematics,fail_g3_lt_10,period1,histgb,c13_selected,no_sensitive_wellbeing,full,uci320__mathematics__fail_g3_lt_10__period1__no_sensitive_wellbeing__histgb,uci320__mathematics__fail_g3_lt_10__period1__full__histgb,0.2,0.8125,0.8375,-0.025000000000000022,0.5,0.5153846153846153,-0.01538461538461533,-2,2,67,93,0.7204301075268817,0.8375
uci320,mathematics,fail_g3_lt_10,period1,histgb,c13_selected,no_sensitive_wellbeing,full,uci320__mathematics__fail_g3_lt_10__period1__no_sensitive_wellbeing__histgb,uci320__mathematics__fail_g3_lt_10__period1__full__histgb,0.3,0.773109243697479,0.7226890756302521,0.050420168067226934,0.7076923076923077,0.6615384615384615,0.04615384615384621,6,-6,108,130,0.8307692307692308,0.907563025210084
uci320,mathematics,fail_g3_lt_10,period1,histgb,c13_selected,school_observable_only,full,uci320__mathematics__fail_g3_lt_10__period1__school_observable_only__histgb,uci320__mathematics__fail_g3_lt_10__period1__full__histgb,0.05,0.8571428571428571,1.0,-0.1428571428571429,0.13846153846153847,0.16153846153846155,-0.023076923076923078,-3,3,8,34,0.23529411764705882,0.38095238095238093
