dataset,subject,outcome,stage,policy,model,grid,analysis_group,config_id,source_prediction_sha256,n,risk_cases,prevalence,average_precision,auroc,brier,exploratory
uci320,portuguese,fail_g3_lt_10,period1,no_sensitive_wellbeing,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__no_sensitive_wellbeing__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,649,100,0.15408320493066255,0.6625005358620831,0.9239890710382513,0.0720704583829876,False
uci320,portuguese,fail_g3_lt_10,period1,no_sensitive_wellbeing,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__no_sensitive_wellbeing__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,649,100,0.15408320493066255,0.6546958862203236,0.9252094717668488,0.07570687387652886,False
uci320,portuguese,fail_g3_lt_10,period1,school_observable_only,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__school_observable_only__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,649,100,0.15408320493066255,0.6421703419074114,0.9265573770491803,0.0739273796195801,False
uci320,portuguese,fail_g3_lt_10,period1,school_observable_only,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__school_observable_only__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,649,100,0.15408320493066255,0.6974475673175815,0.9382331511839709,0.0699247116648365,False
uci320,portuguese,fail_g3_lt_10,period1,targeted_no_sex,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__targeted_no_sex__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,649,100,0.15408320493066255,0.6482232204453774,0.931111111111111,0.07287339128237105,False
uci320,portuguese,fail_g3_lt_10,period1,targeted_no_sex,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period1__targeted_no_sex__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,649,100,0.15408320493066255,0.6420457017380475,0.9199089253187613,0.07860260961284998,False
uci320,portuguese,fail_g3_lt_10,period2,full,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__full__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,649,100,0.15408320493066255,0.8451159945515379,0.9587067395264117,0.05298300448980273,False
uci320,portuguese,fail_g3_lt_10,period2,full,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__full__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,649,100,0.15408320493066255,0.8157177260658248,0.95367941712204,0.056622032018600464,False
uci320,portuguese,fail_g3_lt_10,period2,no_demographic_family,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__no_demographic_family__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,649,100,0.15408320493066255,0.8397856955711076,0.9606010928961749,0.05413190615491992,False
uci320,portuguese,fail_g3_lt_10,period2,no_demographic_family,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__no_demographic_family__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,649,100,0.15408320493066255,0.824698601569305,0.9583788706739527,0.05655784638521364,False
uci320,portuguese,fail_g3_lt_10,period2,no_sensitive_wellbeing,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__no_sensitive_wellbeing__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,649,100,0.15408320493066255,0.8628593961252289,0.9560837887067395,0.05122107486040759,False
uci320,portuguese,fail_g3_lt_10,period2,no_sensitive_wellbeing,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__no_sensitive_wellbeing__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,649,100,0.15408320493066255,0.825812442817295,0.9563023679417122,0.054926756066748,False
uci320,portuguese,fail_g3_lt_10,period2,school_observable_only,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__school_observable_only__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,649,100,0.15408320493066255,0.8479301775516449,0.9557559198542805,0.050737396155298216,False
uci320,portuguese,fail_g3_lt_10,period2,school_observable_only,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__school_observable_only__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,649,100,0.15408320493066255,0.8448023980714052,0.9642805100182149,0.0506195763878304,False
uci320,portuguese,fail_g3_lt_10,period2,targeted_no_sex,histgb,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__targeted_no_sex__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,649,100,0.15408320493066255,0.8502375040724366,0.9573224043715847,0.05089905762061866,False
uci320,portuguese,fail_g3_lt_10,period2,targeted_no_sex,logistic,c13_selected,uci,uci320__portuguese__fail_g3_lt_10__period2__targeted_no_sex__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,649,100,0.15408320493066255,0.8154089041251386,0.9537158469945356,0.05668099449993387,False
uci697,all,dropout_vs_all_other,enrollment,full,histgb,c13_selected,uci,uci697__all__dropout_vs_all_other__enrollment__full__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,4424,1421,0.3212025316455696,0.7394280107011624,0.8209901756699786,0.14806697719880843,False
uci697,all,dropout_vs_all_other,enrollment,full,logistic,c13_selected,uci,uci697__all__dropout_vs_all_other__enrollment__full__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,4424,1421,0.3212025316455696,0.7378210834856201,0.8244242269576542,0.14792089949154633,False
uci697,all,dropout_vs_all_other,enrollment,legacy_operational,histgb,c13_selected,uci,uci697__all__dropout_vs_all_other__enrollment__legacy_operational__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,4424,1421,0.3212025316455696,0.5131501991994429,0.6957637717665868,0.19553533459432243,False
uci697,all,dropout_vs_all_other,enrollment,legacy_operational,logistic,c13_selected,uci,uci697__all__dropout_vs_all_other__enrollment__legacy_operational__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,4424,1421,0.3212025316455696,0.5120038968431183,0.6891418457217191,0.19657627804530495,False
uci697,all,dropout_vs_all_other,enrollment,no_direct_personal,histgb,c13_selected,uci,uci697__all__dropout_vs_all_other__enrollment__no_direct_personal__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,4424,1421,0.3212025316455696,0.734273490970978,0.8141694102285234,0.15032439220586494,False
uci697,all,dropout_vs_all_other,enrollment,no_direct_personal,logistic,c13_selected,uci,uci697__all__dropout_vs_all_other__enrollment__no_direct_personal__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,4424,1421,0.3212025316455696,0.7311014153815236,0.8191578536406123,0.14968166908819971,False
uci697,all,dropout_vs_all_other,enrollment,no_family_financial,histgb,c13_selected,uci,uci697__all__dropout_vs_all_other__enrollment__no_family_financial__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,4424,1421,0.3212025316455696,0.5785946878024597,0.7463850950831951,0.1817531461867949,False
uci697,all,dropout_vs_all_other,enrollment,no_family_financial,logistic,c13_selected,uci,uci697__all__dropout_vs_all_other__enrollment__no_family_financial__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,4424,1421,0.3212025316455696,0.5713415772374966,0.736357707504787,0.184550035545611,False
uci697,all,dropout_vs_all_other,enrollment,targeted_gender_special_needs,histgb,c13_selected,uci,uci697__all__dropout_vs_all_other__enrollment__targeted_gender_special_needs__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,4424,1421,0.3212025316455696,0.7354516469611222,0.8168242735448928,0.14923450085032214,False
uci697,all,dropout_vs_all_other,enrollment,targeted_gender_special_needs,logistic,c13_selected,uci,uci697__all__dropout_vs_all_other__enrollment__targeted_gender_special_needs__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,4424,1421,0.3212025316455696,0.7324716047328996,0.8196572369689892,0.14940582580857617,False
uci697,all,dropout_vs_all_other,semester1,full,histgb,c13_selected,uci,uci697__all__dropout_vs_all_other__semester1__full__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,4424,1421,0.3212025316455696,0.8565069008975503,0.9011122586069806,0.10475357679955512,False
uci697,all,dropout_vs_all_other,semester1,full,logistic,c13_selected,uci,uci697__all__dropout_vs_all_other__semester1__full__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,4424,1421,0.3212025316455696,0.8607340340458774,0.9057651239213519,0.10278312640779293,False
uci697,all,dropout_vs_all_other,semester1,legacy_operational,histgb,c13_selected,uci,uci697__all__dropout_vs_all_other__semester1__legacy_operational__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,4424,1421,0.3212025316455696,0.8006816533280796,0.86637805075525,0.12651456834471564,False
uci697,all,dropout_vs_all_other,semester1,legacy_operational,logistic,c13_selected,uci,uci697__all__dropout_vs_all_other__semester1__legacy_operational__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,4424,1421,0.3212025316455696,0.7983524393284409,0.870323905510394,0.1257356221551782,False
uci697,all,dropout_vs_all_other,semester1,no_direct_personal,histgb,c13_selected,uci,uci697__all__dropout_vs_all_other__semester1__no_direct_personal__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,4424,1421,0.3212025316455696,0.8541383887539175,0.8980184722619627,0.10587933194404538,False
uci697,all,dropout_vs_all_other,semester1,no_direct_personal,logistic,c13_selected,uci,uci697__all__dropout_vs_all_other__semester1__no_direct_personal__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,4424,1421,0.3212025316455696,0.8582495392189773,0.9031058081022894,0.10420338683841082,False
uci697,all,dropout_vs_all_other,semester1,no_family_financial,histgb,c13_selected,uci,uci697__all__dropout_vs_all_other__semester1__no_family_financial__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,4424,1421,0.3212025316455696,0.8096140408136987,0.8729712698748588,0.12230383378276509,False
uci697,all,dropout_vs_all_other,semester1,no_family_financial,logistic,c13_selected,uci,uci697__all__dropout_vs_all_other__semester1__no_family_financial__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,4424,1421,0.3212025316455696,0.8100265497154705,0.8762110514397635,0.12228811794230299,False
uci697,all,dropout_vs_all_other,semester1,targeted_gender_special_needs,histgb,c13_selected,uci,uci697__all__dropout_vs_all_other__semester1__targeted_gender_special_needs__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,4424,1421,0.3212025316455696,0.8540448481163666,0.8995266989637152,0.10613080952426873,False
uci697,all,dropout_vs_all_other,semester1,targeted_gender_special_needs,logistic,c13_selected,uci,uci697__all__dropout_vs_all_other__semester1__targeted_gender_special_needs__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,4424,1421,0.3212025316455696,0.8588971921859578,0.9038721072500101,0.1037390562118883,False
uci697,all,dropout_vs_graduate,enrollment,full,histgb,c13_selected,uci,uci697__all__dropout_vs_graduate__enrollment__full__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.816398318852533,0.8508293593892811,0.14792173414384444,False
uci697,all,dropout_vs_graduate,enrollment,full,logistic,c13_selected,uci,uci697__all__dropout_vs_graduate__enrollment__full__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.8183878804333855,0.8513170960458925,0.14714972814621835,False
uci697,all,dropout_vs_graduate,enrollment,legacy_operational,histgb,c13_selected,uci,uci697__all__dropout_vs_graduate__enrollment__legacy_operational__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.6271108172276085,0.7263235073458365,0.20215668147892008,False
uci697,all,dropout_vs_graduate,enrollment,legacy_operational,logistic,c13_selected,uci,uci697__all__dropout_vs_graduate__enrollment__legacy_operational__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.6264976842218054,0.724449337031764,0.20317012638295665,False
uci697,all,dropout_vs_graduate,enrollment,loo__age_at_enrollment,histgb,c13_selected,uci,uci697__all__dropout_vs_graduate__enrollment__loo__age_at_enrollment__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.8146789211092047,0.849058884882999,0.1487172067974852,True
uci697,all,dropout_vs_graduate,enrollment,loo__displaced,histgb,c13_selected,uci,uci697__all__dropout_vs_graduate__enrollment__loo__displaced__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.8147642629243177,0.8495654174003158,0.14881370634769564,True
uci697,all,dropout_vs_graduate,enrollment,loo__educational_special_needs,histgb,c13_selected,uci,uci697__all__dropout_vs_graduate__enrollment__loo__educational_special_needs__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.8161941769480533,0.8507051155642789,0.1479872188868196,True
uci697,all,dropout_vs_graduate,enrollment,loo__gender,histgb,c13_selected,uci,uci697__all__dropout_vs_graduate__enrollment__loo__gender__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.8128099062389651,0.8452648288987314,0.14963695209510813,True
uci697,all,dropout_vs_graduate,enrollment,loo__international,histgb,c13_selected,uci,uci697__all__dropout_vs_graduate__enrollment__loo__international__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.816398318852533,0.8508293593892811,0.14792173414384444,True
uci697,all,dropout_vs_graduate,enrollment,loo__marital_status,histgb,c13_selected,uci,uci697__all__dropout_vs_graduate__enrollment__loo__marital_status__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.8136790674387901,0.8486515881387289,0.14924045312667522,True
uci697,all,dropout_vs_graduate,enrollment,loo__nacionality,histgb,c13_selected,uci,uci697__all__dropout_vs_graduate__enrollment__loo__nacionality__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.816398318852533,0.8508293593892811,0.14792173414384444,True
uci697,all,dropout_vs_graduate,enrollment,no_direct_personal,histgb,c13_selected,uci,uci697__all__dropout_vs_graduate__enrollment__no_direct_personal__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.8073412632387762,0.8400378274661046,0.15171185694989786,False
uci697,all,dropout_vs_graduate,enrollment,no_direct_personal,logistic,c13_selected,uci,uci697__all__dropout_vs_graduate__enrollment__no_direct_personal__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.8127572209097698,0.8458653407195755,0.1493940681705156,False
uci697,all,dropout_vs_graduate,enrollment,no_family_financial,histgb,c13_selected,uci,uci697__all__dropout_vs_graduate__enrollment__no_family_financial__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.6874957529988387,0.7761591391368368,0.18492014777698845,False
uci697,all,dropout_vs_graduate,enrollment,no_family_financial,logistic,c13_selected,uci,uci697__all__dropout_vs_graduate__enrollment__no_family_financial__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.6759017239680783,0.7685122502818582,0.18815677783561588,False
uci697,all,dropout_vs_graduate,enrollment,targeted_gender_special_needs,histgb,c13_selected,uci,uci697__all__dropout_vs_graduate__enrollment__targeted_gender_special_needs__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.8126974433121115,0.8449344677537896,0.14973244543641714,False
uci697,all,dropout_vs_graduate,enrollment,targeted_gender_special_needs,logistic,c13_selected,uci,uci697__all__dropout_vs_graduate__enrollment__targeted_gender_special_needs__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.8133689726009092,0.8464910198793306,0.14933056497110614,False
uci697,all,dropout_vs_graduate,semester1,full,histgb,c13_selected,uci,uci697__all__dropout_vs_graduate__semester1__full__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.9308581323594359,0.9355276491889586,0.0827051171996551,False
uci697,all,dropout_vs_graduate,semester1,full,logistic,c13_selected,uci,uci697__all__dropout_vs_graduate__semester1__full__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.929180921495094,0.9360854721058277,0.08469185161430133,False
uci697,all,dropout_vs_graduate,semester1,legacy_operational,histgb,c13_selected,uci,uci697__all__dropout_vs_graduate__semester1__legacy_operational__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.9015509658134719,0.9150001799942594,0.09941013545327419,False
uci697,all,dropout_vs_graduate,semester1,legacy_operational,logistic,c13_selected,uci,uci697__all__dropout_vs_graduate__semester1__legacy_operational__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.9047017705582423,0.9176419541451085,0.10142131691745696,False
uci697,all,dropout_vs_graduate,semester1,loo__age_at_enrollment,histgb,c13_selected,uci,uci697__all__dropout_vs_graduate__semester1__loo__age_at_enrollment__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.9302836941985358,0.935580532458062,0.0829118938206779,True
uci697,all,dropout_vs_graduate,semester1,loo__displaced,histgb,c13_selected,uci,uci697__all__dropout_vs_graduate__semester1__loo__displaced__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.9300138796992576,0.9343632615469504,0.08313076976777012,True
uci697,all,dropout_vs_graduate,semester1,loo__educational_special_needs,histgb,c13_selected,uci,uci697__all__dropout_vs_graduate__semester1__loo__educational_special_needs__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.9308581323594359,0.9355276491889586,0.0827051171996551,True
uci697,all,dropout_vs_graduate,semester1,loo__gender,histgb,c13_selected,uci,uci697__all__dropout_vs_graduate__semester1__loo__gender__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.9301658513622074,0.9341635157052159,0.08406356423962724,True
uci697,all,dropout_vs_graduate,semester1,loo__international,histgb,c13_selected,uci,uci697__all__dropout_vs_graduate__semester1__loo__international__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.9308581323594359,0.9355276491889586,0.0827051171996551,True
uci697,all,dropout_vs_graduate,semester1,loo__marital_status,histgb,c13_selected,uci,uci697__all__dropout_vs_graduate__semester1__loo__marital_status__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.9303887550021906,0.9349688705503588,0.08319795869866749,True
uci697,all,dropout_vs_graduate,semester1,loo__nacionality,histgb,c13_selected,uci,uci697__all__dropout_vs_graduate__semester1__loo__nacionality__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.9308581323594359,0.9355276491889586,0.0827051171996551,True
uci697,all,dropout_vs_graduate,semester1,no_direct_personal,histgb,c13_selected,uci,uci697__all__dropout_vs_graduate__semester1__no_direct_personal__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.9289075537646162,0.9349535790026662,0.08432783811539382,False
uci697,all,dropout_vs_graduate,semester1,no_direct_personal,logistic,c13_selected,uci,uci697__all__dropout_vs_graduate__semester1__no_direct_personal__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.9283387546058897,0.9347461873870856,0.0858035266576589,False
uci697,all,dropout_vs_graduate,semester1,no_family_financial,histgb,c13_selected,uci,uci697__all__dropout_vs_graduate__semester1__no_family_financial__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.9085675970709914,0.9200758588195117,0.0959057242764449,False
uci697,all,dropout_vs_graduate,semester1,no_family_financial,logistic,c13_selected,uci,uci697__all__dropout_vs_graduate__semester1__no_family_financial__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.9046762104140252,0.918836924882502,0.10000457209701137,False
uci697,all,dropout_vs_graduate,semester1,targeted_gender_special_needs,histgb,c13_selected,uci,uci697__all__dropout_vs_graduate__semester1__targeted_gender_special_needs__histgb,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.9301574997004104,0.9341874087484855,0.0840552650380791,False
uci697,all,dropout_vs_graduate,semester1,targeted_gender_special_needs,logistic,c13_selected,uci,uci697__all__dropout_vs_graduate__semester1__targeted_gender_special_needs__logistic,1e77b96a42008b27a548794a1d8b331be850bc712aef634e7263f7a7bd66262d,3630,1421,0.39146005509641874,0.9284315670795192,0.9350886543406173,0.08565593494491713,False
