analysis_source,dataset,subject,outcome,stage,model,grid,contrast_name,contrast_id,family_id,tier,replicates,family_stage_count,metric,budget_fraction,family_size,draw_file,draw_key,estimate,pointwise_ci95_low,pointwise_ci95_high,familywise_bonferroni_low,familywise_bonferroni_high,bootstrap_sign_p_two_sided,bonferroni_adjusted_sign_p,familywise_excludes_zero
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period2,histgb,c13_selected,no_demographic_family,c14b__uci320__mathematics__fail_g3_lt_10__period2__no_demographic_family__histgb__minus__uci320__mathematics__fail_g3_lt_10__period2__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|no_demographic_family,primary,5000,3,precision_difference,0.05,12,draws/task_d965f6ee0246872f6090.npz,c000__precision_difference__0.05,0.0,0.0,0.0,-0.050000000000000044,0.050000000000000044,1.0,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period2,histgb,c13_selected,no_demographic_family,c14b__uci320__mathematics__fail_g3_lt_10__period2__no_demographic_family__histgb__minus__uci320__mathematics__fail_g3_lt_10__period2__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|no_demographic_family,primary,5000,3,precision_difference,0.1,12,draws/task_d965f6ee0246872f6090.npz,c000__precision_difference__0.10,0.0,-0.07317073170731703,0.07317073170731703,-0.09999999999999998,0.09999999999999998,1.0,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period2,histgb,c13_selected,no_demographic_family,c14b__uci320__mathematics__fail_g3_lt_10__period2__no_demographic_family__histgb__minus__uci320__mathematics__fail_g3_lt_10__period2__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|no_demographic_family,primary,5000,3,precision_difference,0.2,12,draws/task_d965f6ee0246872f6090.npz,c000__precision_difference__0.20,-0.012500000000000067,-0.06329113924050633,0.03749999999999998,-0.10074103375527435,0.05063291139240511,0.8354329134173165,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period2,histgb,c13_selected,no_demographic_family,c14b__uci320__mathematics__fail_g3_lt_10__period2__no_demographic_family__histgb__minus__uci320__mathematics__fail_g3_lt_10__period2__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|no_demographic_family,primary,5000,3,precision_difference,0.3,12,draws/task_d965f6ee0246872f6090.npz,c000__precision_difference__0.30,0.0,-0.050000000000000044,0.01680672268907568,-0.0672268907563025,0.03361344537815125,0.6130773845230953,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,baseline,histgb,c13_selected,no_sensitive_wellbeing,c14b__uci320__mathematics__fail_g3_lt_10__baseline__no_sensitive_wellbeing__histgb__minus__uci320__mathematics__fail_g3_lt_10__baseline__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|no_sensitive_wellbeing,primary,5000,3,precision_difference,0.05,12,draws/task_bae483f1ad59ceae8f87.npz,c001__precision_difference__0.05,0.0,-0.09999999999999998,0.19047619047619052,-0.19047619047619047,0.28571428571428575,0.8930213957208558,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,baseline,histgb,c13_selected,no_sensitive_wellbeing,c14b__uci320__mathematics__fail_g3_lt_10__baseline__no_sensitive_wellbeing__histgb__minus__uci320__mathematics__fail_g3_lt_10__baseline__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|no_sensitive_wellbeing,primary,5000,3,precision_difference,0.1,12,draws/task_bae483f1ad59ceae8f87.npz,c001__precision_difference__0.10,0.0,-0.10000000000000003,0.1463414634146341,-0.1621366869918699,0.19999999999999996,0.9814037192561488,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,baseline,histgb,c13_selected,no_sensitive_wellbeing,c14b__uci320__mathematics__fail_g3_lt_10__baseline__no_sensitive_wellbeing__histgb__minus__uci320__mathematics__fail_g3_lt_10__baseline__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|no_sensitive_wellbeing,primary,5000,3,precision_difference,0.2,12,draws/task_bae483f1ad59ceae8f87.npz,c001__precision_difference__0.20,0.03749999999999998,-0.050000000000000044,0.11249999999999999,-0.08749999999999997,0.14999999999999997,0.5574885022995401,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,baseline,histgb,c13_selected,no_sensitive_wellbeing,c14b__uci320__mathematics__fail_g3_lt_10__baseline__no_sensitive_wellbeing__histgb__minus__uci320__mathematics__fail_g3_lt_10__baseline__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|no_sensitive_wellbeing,primary,5000,3,precision_difference,0.3,12,draws/task_bae483f1ad59ceae8f87.npz,c001__precision_difference__0.30,0.01680672268907568,-0.04201680672268904,0.07499999999999996,-0.06722689075630253,0.10084033613445376,0.7174565086982604,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period1,histgb,c13_selected,no_sensitive_wellbeing,c14b__uci320__mathematics__fail_g3_lt_10__period1__no_sensitive_wellbeing__histgb__minus__uci320__mathematics__fail_g3_lt_10__period1__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|no_sensitive_wellbeing,primary,5000,3,precision_difference,0.05,12,draws/task_32134eb6a1685b11d062.npz,c001__precision_difference__0.05,-0.04761904761904767,-0.1428571428571429,0.0,-0.19999999999999996,0.09523809523809523,1.0,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period1,histgb,c13_selected,no_sensitive_wellbeing,c14b__uci320__mathematics__fail_g3_lt_10__period1__no_sensitive_wellbeing__histgb__minus__uci320__mathematics__fail_g3_lt_10__period1__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|no_sensitive_wellbeing,primary,5000,3,precision_difference,0.1,12,draws/task_32134eb6a1685b11d062.npz,c001__precision_difference__0.10,0.04999999999999993,-0.050000000000000044,0.09999999999999998,-0.10000000000000005,0.14999999999999997,0.8654269146170765,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period1,histgb,c13_selected,no_sensitive_wellbeing,c14b__uci320__mathematics__fail_g3_lt_10__period1__no_sensitive_wellbeing__histgb__minus__uci320__mathematics__fail_g3_lt_10__period1__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|no_sensitive_wellbeing,primary,5000,3,precision_difference,0.2,12,draws/task_32134eb6a1685b11d062.npz,c001__precision_difference__0.20,-0.025000000000000022,-0.07500000000000007,0.04999999999999993,-0.1007410337552743,0.07500000000000007,0.8086382723455309,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period1,histgb,c13_selected,no_sensitive_wellbeing,c14b__uci320__mathematics__fail_g3_lt_10__period1__no_sensitive_wellbeing__histgb__minus__uci320__mathematics__fail_g3_lt_10__period1__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|no_sensitive_wellbeing,primary,5000,3,precision_difference,0.3,12,draws/task_32134eb6a1685b11d062.npz,c001__precision_difference__0.30,0.050420168067226934,-0.025000000000000022,0.0672268907563025,-0.03832793534080308,0.09211761788048563,0.3659268146370726,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period2,histgb,c13_selected,no_sensitive_wellbeing,c14b__uci320__mathematics__fail_g3_lt_10__period2__no_sensitive_wellbeing__histgb__minus__uci320__mathematics__fail_g3_lt_10__period2__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|no_sensitive_wellbeing,primary,5000,3,precision_difference,0.05,12,draws/task_d965f6ee0246872f6090.npz,c001__precision_difference__0.05,-0.04761904761904767,-0.1428571428571429,0.0,-0.19999999999999996,0.0,0.936612677464507,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period2,histgb,c13_selected,no_sensitive_wellbeing,c14b__uci320__mathematics__fail_g3_lt_10__period2__no_sensitive_wellbeing__histgb__minus__uci320__mathematics__fail_g3_lt_10__period2__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|no_sensitive_wellbeing,primary,5000,3,precision_difference,0.1,12,draws/task_d965f6ee0246872f6090.npz,c001__precision_difference__0.10,-0.025000000000000022,-0.07499999999999996,0.0,-0.09999999999999998,0.025000000000000022,1.0,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period2,histgb,c13_selected,no_sensitive_wellbeing,c14b__uci320__mathematics__fail_g3_lt_10__period2__no_sensitive_wellbeing__histgb__minus__uci320__mathematics__fail_g3_lt_10__period2__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|no_sensitive_wellbeing,primary,5000,3,precision_difference,0.2,12,draws/task_d965f6ee0246872f6090.npz,c001__precision_difference__0.20,0.0,-0.03749999999999998,0.025316455696202556,-0.0625,0.050000000000000044,1.0,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period2,histgb,c13_selected,no_sensitive_wellbeing,c14b__uci320__mathematics__fail_g3_lt_10__period2__no_sensitive_wellbeing__histgb__minus__uci320__mathematics__fail_g3_lt_10__period2__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|no_sensitive_wellbeing,primary,5000,3,precision_difference,0.3,12,draws/task_d965f6ee0246872f6090.npz,c001__precision_difference__0.30,-0.008403361344537896,-0.03361344537815125,0.033333333333333326,-0.050420168067226934,0.05024597338935577,1.0,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,baseline,histgb,c13_selected,school_observable_only,c14b__uci320__mathematics__fail_g3_lt_10__baseline__school_observable_only__histgb__minus__uci320__mathematics__fail_g3_lt_10__baseline__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|school_observable_only,primary,5000,3,precision_difference,0.05,12,draws/task_bae483f1ad59ceae8f87.npz,c002__precision_difference__0.05,-0.04761904761904756,-0.30000000000000004,0.23809523809523808,-0.45000000000000007,0.33333333333333337,0.914617076584683,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,baseline,histgb,c13_selected,school_observable_only,c14b__uci320__mathematics__fail_g3_lt_10__baseline__school_observable_only__histgb__minus__uci320__mathematics__fail_g3_lt_10__baseline__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|school_observable_only,primary,5000,3,precision_difference,0.1,12,draws/task_bae483f1ad59ceae8f87.npz,c002__precision_difference__0.10,0.0,-0.15051829268292669,0.19999999999999996,-0.24747205284552848,0.2926829268292683,0.9526094781043791,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,baseline,histgb,c13_selected,school_observable_only,c14b__uci320__mathematics__fail_g3_lt_10__baseline__school_observable_only__histgb__minus__uci320__mathematics__fail_g3_lt_10__baseline__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|school_observable_only,primary,5000,3,precision_difference,0.2,12,draws/task_bae483f1ad59ceae8f87.npz,c002__precision_difference__0.20,0.0625,-0.025621044303797386,0.18987341772151894,-0.08271130010548519,0.24606408227848212,0.1959608078384323,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,baseline,histgb,c13_selected,school_observable_only,c14b__uci320__mathematics__fail_g3_lt_10__baseline__school_observable_only__histgb__minus__uci320__mathematics__fail_g3_lt_10__baseline__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|school_observable_only,primary,5000,3,precision_difference,0.3,12,draws/task_bae483f1ad59ceae8f87.npz,c002__precision_difference__0.30,0.10084033613445381,0.016666666666666663,0.17500000000000004,-0.016666666666666663,0.2093582224556491,0.020795840831833633,0.2495500899820036,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period1,histgb,c13_selected,school_observable_only,c14b__uci320__mathematics__fail_g3_lt_10__period1__school_observable_only__histgb__minus__uci320__mathematics__fail_g3_lt_10__period1__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|school_observable_only,primary,5000,3,precision_difference,0.05,12,draws/task_32134eb6a1685b11d062.npz,c002__precision_difference__0.05,-0.1428571428571429,-0.33333333333333326,0.0,-0.4285714285714286,0.0,0.09758048390321936,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period1,histgb,c13_selected,school_observable_only,c14b__uci320__mathematics__fail_g3_lt_10__period1__school_observable_only__histgb__minus__uci320__mathematics__fail_g3_lt_10__period1__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|school_observable_only,primary,5000,3,precision_difference,0.1,12,draws/task_32134eb6a1685b11d062.npz,c002__precision_difference__0.10,-0.050000000000000044,-0.1499999999999999,0.050000000000000044,-0.19999999999999996,0.09999999999999998,0.6382723455308938,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period1,histgb,c13_selected,school_observable_only,c14b__uci320__mathematics__fail_g3_lt_10__period1__school_observable_only__histgb__minus__uci320__mathematics__fail_g3_lt_10__period1__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|school_observable_only,primary,5000,3,precision_difference,0.2,12,draws/task_32134eb6a1685b11d062.npz,c002__precision_difference__0.20,0.03749999999999998,-0.050000000000000044,0.11253560126582231,-0.08860759493670885,0.15000000000000002,0.5318936212757448,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period1,histgb,c13_selected,school_observable_only,c14b__uci320__mathematics__fail_g3_lt_10__period1__school_observable_only__histgb__minus__uci320__mathematics__fail_g3_lt_10__period1__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|school_observable_only,primary,5000,3,precision_difference,0.3,12,draws/task_32134eb6a1685b11d062.npz,c002__precision_difference__0.30,0.05882352941176472,-0.008403361344537785,0.10084033613445376,-0.03361344537815125,0.12605042016806722,0.11797640471905618,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period2,histgb,c13_selected,school_observable_only,c14b__uci320__mathematics__fail_g3_lt_10__period2__school_observable_only__histgb__minus__uci320__mathematics__fail_g3_lt_10__period2__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|school_observable_only,primary,5000,3,precision_difference,0.05,12,draws/task_d965f6ee0246872f6090.npz,c002__precision_difference__0.05,0.0,0.0,0.0,-0.04761904761904767,0.07648313492064042,1.0,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period2,histgb,c13_selected,school_observable_only,c14b__uci320__mathematics__fail_g3_lt_10__period2__school_observable_only__histgb__minus__uci320__mathematics__fail_g3_lt_10__period2__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|school_observable_only,primary,5000,3,precision_difference,0.1,12,draws/task_d965f6ee0246872f6090.npz,c002__precision_difference__0.10,0.0,-0.050000000000000044,0.07317073170731703,-0.09999999999999998,0.09999999999999998,1.0,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period2,histgb,c13_selected,school_observable_only,c14b__uci320__mathematics__fail_g3_lt_10__period2__school_observable_only__histgb__minus__uci320__mathematics__fail_g3_lt_10__period2__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|school_observable_only,primary,5000,3,precision_difference,0.2,12,draws/task_d965f6ee0246872f6090.npz,c002__precision_difference__0.20,0.012499999999999956,-0.012500000000000067,0.050000000000000044,-0.03777788765822787,0.07499999999999996,0.7294541091781643,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period2,histgb,c13_selected,school_observable_only,c14b__uci320__mathematics__fail_g3_lt_10__period2__school_observable_only__histgb__minus__uci320__mathematics__fail_g3_lt_10__period2__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|school_observable_only,primary,5000,3,precision_difference,0.3,12,draws/task_d965f6ee0246872f6090.npz,c002__precision_difference__0.30,-0.01680672268907568,-0.06666666666666665,0.025000000000000022,-0.08374328898225954,0.04201680672268915,0.48830233953209357,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,baseline,histgb,c13_selected,targeted_no_sex,c14b__uci320__mathematics__fail_g3_lt_10__baseline__targeted_no_sex__histgb__minus__uci320__mathematics__fail_g3_lt_10__baseline__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|targeted_no_sex,primary,5000,3,precision_difference,0.05,12,draws/task_bae483f1ad59ceae8f87.npz,c003__precision_difference__0.05,-0.04761904761904756,-0.19047619047619047,0.10000000000000003,-0.28571428571428575,0.19047619047619052,1.0,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,baseline,histgb,c13_selected,targeted_no_sex,c14b__uci320__mathematics__fail_g3_lt_10__baseline__targeted_no_sex__histgb__minus__uci320__mathematics__fail_g3_lt_10__baseline__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|targeted_no_sex,primary,5000,3,precision_difference,0.1,12,draws/task_bae483f1ad59ceae8f87.npz,c003__precision_difference__0.10,-0.04999999999999993,-0.15000000000000002,0.07500000000000001,-0.21951219512195122,0.125,0.6730653869226155,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,baseline,histgb,c13_selected,targeted_no_sex,c14b__uci320__mathematics__fail_g3_lt_10__baseline__targeted_no_sex__histgb__minus__uci320__mathematics__fail_g3_lt_10__baseline__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|targeted_no_sex,primary,5000,3,precision_difference,0.2,12,draws/task_bae483f1ad59ceae8f87.npz,c003__precision_difference__0.20,-0.03749999999999998,-0.09999999999999998,0.03750000000000003,-0.125,0.07014570147679465,0.563887222555489,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,baseline,histgb,c13_selected,targeted_no_sex,c14b__uci320__mathematics__fail_g3_lt_10__baseline__targeted_no_sex__histgb__minus__uci320__mathematics__fail_g3_lt_10__baseline__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|targeted_no_sex,primary,5000,3,precision_difference,0.3,12,draws/task_bae483f1ad59ceae8f87.npz,c003__precision_difference__0.30,-0.008403361344537785,-0.05042016806722688,0.04201680672268904,-0.07563025210084034,0.06666666666666671,0.9446110777844431,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period1,histgb,c13_selected,targeted_no_sex,c14b__uci320__mathematics__fail_g3_lt_10__period1__targeted_no_sex__histgb__minus__uci320__mathematics__fail_g3_lt_10__period1__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|targeted_no_sex,primary,5000,3,precision_difference,0.05,12,draws/task_32134eb6a1685b11d062.npz,c003__precision_difference__0.05,-0.04761904761904767,-0.1428571428571429,0.0,-0.19047619047619047,0.050000000000000044,1.0,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period1,histgb,c13_selected,targeted_no_sex,c14b__uci320__mathematics__fail_g3_lt_10__period1__targeted_no_sex__histgb__minus__uci320__mathematics__fail_g3_lt_10__period1__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|targeted_no_sex,primary,5000,3,precision_difference,0.1,12,draws/task_32134eb6a1685b11d062.npz,c003__precision_difference__0.10,0.04999999999999993,-0.024390243902439046,0.09999999999999998,-0.049999999999999996,0.125,0.6618676264747051,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period1,histgb,c13_selected,targeted_no_sex,c14b__uci320__mathematics__fail_g3_lt_10__period1__targeted_no_sex__histgb__minus__uci320__mathematics__fail_g3_lt_10__period1__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|targeted_no_sex,primary,5000,3,precision_difference,0.2,12,draws/task_32134eb6a1685b11d062.npz,c003__precision_difference__0.20,-0.012500000000000067,-0.03749999999999998,0.03797468354430378,-0.0625,0.0625,1.0,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period1,histgb,c13_selected,targeted_no_sex,c14b__uci320__mathematics__fail_g3_lt_10__period1__targeted_no_sex__histgb__minus__uci320__mathematics__fail_g3_lt_10__period1__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|targeted_no_sex,primary,5000,3,precision_difference,0.3,12,draws/task_32134eb6a1685b11d062.npz,c003__precision_difference__0.30,0.008403361344537785,-0.025210084033613356,0.03361344537815136,-0.04166666666666663,0.050420168067226934,0.8614277144571085,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period2,histgb,c13_selected,targeted_no_sex,c14b__uci320__mathematics__fail_g3_lt_10__period2__targeted_no_sex__histgb__minus__uci320__mathematics__fail_g3_lt_10__period2__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|targeted_no_sex,primary,5000,3,precision_difference,0.05,12,draws/task_d965f6ee0246872f6090.npz,c003__precision_difference__0.05,0.0,0.0,0.0,0.0,0.07648313492064042,1.0,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period2,histgb,c13_selected,targeted_no_sex,c14b__uci320__mathematics__fail_g3_lt_10__period2__targeted_no_sex__histgb__minus__uci320__mathematics__fail_g3_lt_10__period2__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|targeted_no_sex,primary,5000,3,precision_difference,0.1,12,draws/task_d965f6ee0246872f6090.npz,c003__precision_difference__0.10,0.025000000000000022,0.0,0.07317073170731703,0.0,0.09999999999999998,1.0,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period2,histgb,c13_selected,targeted_no_sex,c14b__uci320__mathematics__fail_g3_lt_10__period2__targeted_no_sex__histgb__minus__uci320__mathematics__fail_g3_lt_10__period2__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|targeted_no_sex,primary,5000,3,precision_difference,0.2,12,draws/task_d965f6ee0246872f6090.npz,c003__precision_difference__0.20,-0.012500000000000067,-0.025000000000000022,0.0,-0.03797468354430378,0.0,1.0,1.0,False
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period2,histgb,c13_selected,targeted_no_sex,c14b__uci320__mathematics__fail_g3_lt_10__period2__targeted_no_sex__histgb__minus__uci320__mathematics__fail_g3_lt_10__period2__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|targeted_no_sex,primary,5000,3,precision_difference,0.3,12,draws/task_d965f6ee0246872f6090.npz,c003__precision_difference__0.30,0.0,-0.01680672268907557,0.01666666666666672,-0.033333333333333326,0.025210084033613467,1.0,1.0,False
C14B_frozen,uci320,portuguese,fail_g3_lt_10,baseline,histgb,c13_selected,no_demographic_family,c14b__uci320__portuguese__fail_g3_lt_10__baseline__no_demographic_family__histgb__minus__uci320__portuguese__fail_g3_lt_10__baseline__full__histgb,c14b|uci320|portuguese|fail_g3_lt_10|histgb|c13_selected|no_demographic_family,primary,5000,3,precision_difference,0.05,12,draws/task_b3cc447bbd22e3946289.npz,c000__precision_difference__0.05,0.14705882352941174,0.03030303030303033,0.33333333333333326,-0.03030303030303033,0.3939393939393939,0.019596080783843232,0.2351529694061188,False
C14B_frozen,uci320,portuguese,fail_g3_lt_10,baseline,histgb,c13_selected,no_demographic_family,c14b__uci320__portuguese__fail_g3_lt_10__baseline__no_demographic_family__histgb__minus__uci320__portuguese__fail_g3_lt_10__baseline__full__histgb,c14b|uci320|portuguese|fail_g3_lt_10|histgb|c13_selected|no_demographic_family,primary,5000,3,precision_difference,0.1,12,draws/task_b3cc447bbd22e3946289.npz,c000__precision_difference__0.10,0.0,-0.0757575757575758,0.1076923076923077,-0.12121212121212122,0.16666666666666666,0.9062187562487503,1.0,False
C14B_frozen,uci320,portuguese,fail_g3_lt_10,baseline,histgb,c13_selected,no_demographic_family,c14b__uci320__portuguese__fail_g3_lt_10__baseline__no_demographic_family__histgb__minus__uci320__portuguese__fail_g3_lt_10__baseline__full__histgb,c14b|uci320|portuguese|fail_g3_lt_10|histgb|c13_selected|no_demographic_family,primary,5000,3,precision_difference,0.2,12,draws/task_b3cc447bbd22e3946289.npz,c000__precision_difference__0.20,0.007633587786259555,-0.05343511450381677,0.06870229007633588,-0.07692307692307693,0.09160305343511449,0.8894221155768847,1.0,False
C14B_frozen,uci320,portuguese,fail_g3_lt_10,baseline,histgb,c13_selected,no_demographic_family,c14b__uci320__portuguese__fail_g3_lt_10__baseline__no_demographic_family__histgb__minus__uci320__portuguese__fail_g3_lt_10__baseline__full__histgb,c14b|uci320|portuguese|fail_g3_lt_10|histgb|c13_selected|no_demographic_family,primary,5000,3,precision_difference,0.3,12,draws/task_b3cc447bbd22e3946289.npz,c000__precision_difference__0.30,0.020512820512820495,-0.015384615384615385,0.051282051282051266,-0.03366414835164835,0.07142857142857142,0.39952009598080385,1.0,False
C14B_frozen,uci320,portuguese,fail_g3_lt_10,period1,histgb,c13_selected,no_demographic_family,c14b__uci320__portuguese__fail_g3_lt_10__period1__no_demographic_family__histgb__minus__uci320__portuguese__fail_g3_lt_10__period1__full__histgb,c14b|uci320|portuguese|fail_g3_lt_10|histgb|c13_selected|no_demographic_family,primary,5000,3,precision_difference,0.05,12,draws/task_64c7e2d4cd52a085fb1b.npz,c000__precision_difference__0.05,-0.02941176470588236,-0.1470588235294118,0.09090909090909094,-0.20588235294117652,0.1515151515151516,0.9286142771445711,1.0,False
C14B_frozen,uci320,portuguese,fail_g3_lt_10,period1,histgb,c13_selected,no_demographic_family,c14b__uci320__portuguese__fail_g3_lt_10__period1__no_demographic_family__histgb__minus__uci320__portuguese__fail_g3_lt_10__period1__full__histgb,c14b|uci320|portuguese|fail_g3_lt_10|histgb|c13_selected|no_demographic_family,primary,5000,3,precision_difference,0.1,12,draws/task_64c7e2d4cd52a085fb1b.npz,c000__precision_difference__0.10,-0.030303030303030387,-0.06060606060606066,0.06060606060606066,-0.09230769230769231,0.09230769230769231,1.0,1.0,False
C14B_frozen,uci320,portuguese,fail_g3_lt_10,period1,histgb,c13_selected,no_demographic_family,c14b__uci320__portuguese__fail_g3_lt_10__period1__no_demographic_family__histgb__minus__uci320__portuguese__fail_g3_lt_10__period1__full__histgb,c14b|uci320|portuguese|fail_g3_lt_10|histgb|c13_selected|no_demographic_family,primary,5000,3,precision_difference,0.2,12,draws/task_64c7e2d4cd52a085fb1b.npz,c000__precision_difference__0.20,0.02290076335877861,-0.0076923076923077205,0.04580152671755722,-0.030769230769230747,0.06106870229007636,0.3675264947010598,1.0,False
C14B_frozen,uci320,portuguese,fail_g3_lt_10,period1,histgb,c13_selected,no_demographic_family,c14b__uci320__portuguese__fail_g3_lt_10__period1__no_demographic_family__histgb__minus__uci320__portuguese__fail_g3_lt_10__period1__full__histgb,c14b|uci320|portuguese|fail_g3_lt_10|histgb|c13_selected|no_demographic_family,primary,5000,3,precision_difference,0.3,12,draws/task_64c7e2d4cd52a085fb1b.npz,c000__precision_difference__0.30,0.0,-0.02051282051282055,0.02551020408163268,-0.0357142857142857,0.035897435897435936,1.0,1.0,False
C14B_frozen,uci320,portuguese,fail_g3_lt_10,period2,histgb,c13_selected,no_demographic_family,c14b__uci320__portuguese__fail_g3_lt_10__period2__no_demographic_family__histgb__minus__uci320__portuguese__fail_g3_lt_10__period2__full__histgb,c14b|uci320|portuguese|fail_g3_lt_10|histgb|c13_selected|no_demographic_family,primary,5000,3,precision_difference,0.05,12,draws/task_5acc5d5249ea32029b43.npz,c000__precision_difference__0.05,0.0,-0.11764705882352944,0.09090909090909094,-0.1515151515151515,0.1515151515151515,1.0,1.0,False
